epoch,recon_loss,semi_supervised_loss,disc_cat_loss,gen_cat_loss,disc_style_loss,gen_style_loss
1,0.15167970114946366,4.121243932962417,0.4902106177657843,3.7793701902031898,0.913933712898288,5.124184811651706
2,0.13208047218620778,2.751897300124168,0.8293825991749764,2.5136823885440824,3.992252940297127,6.570034019827843
3,0.11829067014157772,0.6296954429000616,1.2583264932632445,1.369684034228325,1.5416148384809494,1.287152855873108
4,0.11373061229288578,0.42033698803186414,1.2883694489002229,1.1562622857093812,1.3727019629478454,0.9335672044754029
5,0.1121568869650364,0.3615125204026699,1.2903356432914734,1.1473144391775132,1.3453142139911651,0.8461482818126679
6,0.11139326258003712,0.33964910631999373,1.3010080583095551,1.0882401617765427,1.3793291223049164,0.8178007485866546
7,0.11145431172847747,0.3278766768258065,1.3008593370914459,1.068842024922371,1.3794369897842407,0.8232652117013931
8,0.11066209089756011,0.3142286443375051,1.3115750505924224,1.0182136212587356,1.3871457068920134,0.7752744442224503
9,0.10941025753319264,0.28523097606841474,1.321554883480072,0.9570776913166046,1.3730559096336366,0.7488951127529144
10,0.10858602368831635,0.27854876761836933,1.327694649219513,0.921845920920372,1.3773755798339844,0.752711606502533
11,0.1084389860033989,0.2605753891635686,1.3282693939208985,0.9200731227397919,1.378801292181015,0.7498711576461792
12,0.1094023695141077,0.2641368911806494,1.3259391224384307,0.9760088386535645,1.3835462794303894,0.7625390775203705
13,0.10883990275859833,0.2835651613730006,1.3295625841617584,0.9870503491163254,1.3925377447605134,0.7659366419315338
14,0.10745550121366977,0.24920404916256667,1.332732488632202,1.0018614860773087,1.3825466268062592,0.7373584051132203
15,0.10860111746191979,0.2478565975257661,1.3322521643638612,1.0494498711824418,1.387650235891342,0.7519875210523606
16,0.1071916990429163,0.2329509996153938,1.3359154152870178,1.054722167611122,1.3812025434970856,0.7396060583591462
17,0.10740091091394424,0.22478461793018506,1.33505934381485,1.079791064143181,1.382629691362381,0.7320086808204651
18,0.10673020623624324,0.2211846183683956,1.3377412610054016,1.0776605435609818,1.3852301919460297,0.7322081568241119
19,0.10683445513248443,0.20343816625658656,1.3365742514133454,1.1131170774698258,1.3865584008693694,0.7290326783657074
20,0.10570474372804164,0.18799943751704995,1.3395842525959014,1.1055799869298935,1.3854654266834259,0.7053084470033646
21,0.10694141730666161,0.1936112534031854,1.3346819837093353,1.175741123199463,1.3905020985603334,0.7180633105039597
22,0.10580949790775776,0.17284412048826925,1.337741232395172,1.1421889885663987,1.3873577122688294,0.7181956392526626
23,0.10557153776288032,0.160966344235625,1.3384360353946685,1.1545573536157607,1.3887576026916504,0.707896889090538
24,0.10640248912572861,0.1556454109917904,1.3374178667068481,1.1808332208395005,1.3910499753952026,0.7123473062515259
25,0.10543099215626717,0.1502370680635213,1.33939217877388,1.154128136754036,1.3873714010715485,0.7110537577867508
26,0.10648544409871101,0.15522921010708524,1.337056637763977,1.187691836476326,1.3913124134540558,0.7103252209424973
27,0.12150594535470009,0.3265926576592028,1.2276539738178254,2.4902646837234497,1.5375995165109635,1.2273042869567872
28,0.1125563486814499,0.22640146964031738,1.3015401871204377,1.6464966831207275,1.4184329841136933,1.0704532823562622
29,0.10807186837494373,0.18592268739757128,1.3319366071224212,1.3076504069566726,1.340492506980896,0.8327755293846131
30,0.10650254961848259,0.15891188409227106,1.3361399381160737,1.278194724559784,1.3649522857666017,0.763956701874733
31,0.10598286448419095,0.16608627237621112,1.3414159877300262,1.20922214448452,1.369179800271988,0.7450105073451996
32,0.10567247799038887,0.15648392722593416,1.340860834121704,1.2479660775661467,1.3754755547046662,0.7316757609844208
33,0.10578506083786487,0.14966469144506117,1.342448320388794,1.225934163570404,1.3802052986621858,0.7289803844690322
34,0.10537352067232132,0.14277633284990224,1.344238284111023,1.2114923207759858,1.38098765873909,0.7220225960016251
35,0.10541670630872249,0.13698974789943896,1.342957043170929,1.2591295182704925,1.3870292274951934,0.7190103853940963
36,0.10528071004152298,0.12557414984405113,1.3449631388187409,1.2393496615886688,1.3854611144065856,0.7187609837055207
37,0.10547806872427463,0.11620025883247581,1.342710786819458,1.2792953988313676,1.3891195995807648,0.7240569149255752
38,0.10498711393773556,0.1095651960752075,1.3459317100048065,1.2554735950231553,1.3908816545009612,0.7177137748003006
39,0.10517944458127022,0.11114699029946132,1.3437697858810425,1.3147510832548142,1.3912990789413453,0.7091931862831116
40,0.11546784263849258,0.22717678309208714,1.2681974469423294,2.533164062619209,1.5376538815498353,1.098015132844448
41,0.10831444390118122,0.14456590917042922,1.3194194462299347,1.7589949796199797,1.3635231894254685,0.9082182977199554
42,0.10586119654774666,0.13047156464192813,1.3409011120796204,1.4034475467205048,1.369547660589218,0.7805839661359787
43,0.10462393109500408,0.11341520411514285,1.3481941788196563,1.285446193933487,1.3785781095027922,0.7271503458023071
44,0.10435201504826545,0.11151582661930297,1.3497392978668212,1.2818424249887466,1.3810503003597259,0.7141048732995987
45,0.10440969663858414,0.11662896454194742,1.3515909111499786,1.2434632306098938,1.3838065898418426,0.7134910852909088
46,0.10454041105508804,0.12408348970908628,1.3484160072803497,1.3286530252695083,1.3871870634555816,0.7054749225378036
47,0.10439501652121544,0.1050286870984637,1.3492615489959716,1.3367598832845689,1.3879025321006775,0.7092852544784546
48,0.10405641992390156,0.10471749605650257,1.3536538712978363,1.243646545767784,1.387811236143112,0.7048809762001038
49,0.10407308170199395,0.10017005535729186,1.3528537476062774,1.279057249903679,1.3887299535274507,0.702046511888504
50,0.1053269395083189,0.09643992695554698,1.349011976480484,1.3399452906847,1.39498809838295,0.7129519793987275
51,0.10284959718585014,0.06491799899473336,1.3563571186065675,1.1851618105173112,1.3875517182350159,0.699447934269905
52,0.10225453442335129,0.05472871442717951,1.358158149242401,1.164445886850357,1.384079022884369,0.6997534117698669
53,0.10211029532551766,0.05381944505620549,1.3579461283683776,1.1585302574634553,1.3831551003456115,0.6988238637447357
54,0.10206103640794754,0.050841670572858905,1.3582452812194825,1.1738540416955947,1.381761372089386,0.6981903641223908
55,0.10204536746442318,0.047963432152402445,1.3586858243942261,1.1740813821554184,1.3815630576610565,0.6990146466493606
56,0.10211165742576123,0.051013128538505044,1.3565818026065826,1.2062795894145966,1.381886599302292,0.6974591438770295
57,0.10217362777888775,0.04819729380051058,1.3580706822872162,1.1820332880020141,1.382496648311615,0.6980293241739273
58,0.10217188923060894,0.04847269571670404,1.3567177379131317,1.2123732118606567,1.3828953487873077,0.6970724973678589
59,0.1020944591909647,0.04435027195157761,1.3570854086875916,1.217831561088562,1.3824798860549927,0.6971954706907272
60,0.10211299268901348,0.047943903611595035,1.356764442205429,1.2231063148975372,1.3815931560993195,0.6987136510610581
61,0.10209917639195919,0.044633181517942204,1.3556646008491515,1.245188512802124,1.3804067480564117,0.6984492373466492
