epoch,Recon_U,Recon_L,SemiSup,Disc_Cat,Gen_Cat,Disc_Sty,Gen_Sty
1,0.2314974084496498,0.2313159927725792,2.297013354301453,1.3853657484054565,0.6942625939846039,1.3837340116500854,0.6943526089191436
2,0.23118536472320556,0.23127974271774293,2.240825343132019,1.3844547986984252,0.6946897208690643,1.3769656062126159,0.6969724416732788
3,0.23098939955234526,0.231231489777565,1.8423257708549499,1.3841479063034057,0.6945434451103211,1.3695983052253724,0.6997939765453338
4,0.2312075138092041,0.2311796724796295,1.0434298157691955,1.3851046562194824,0.6934304237365723,1.3634918332099915,0.700941014289856
5,0.230974480509758,0.231125345826149,0.7750473082065582,1.3855881571769715,0.6930770158767701,1.3541509985923768,0.7038206934928894
6,0.23121446520090103,0.23107066452503205,0.5686855256557465,1.3855351090431214,0.6932358145713806,1.3304133415222168,0.7126952230930328
7,0.23087829798460008,0.23101793676614762,0.43491933941841127,1.3856917858123778,0.693162614107132,1.3132403492927551,0.7123622834682465
8,0.23114814460277558,0.23097287863492966,0.37749006152153014,1.3858181834220886,0.6931809663772583,1.3154236674308777,0.714386659860611
9,0.23094577789306642,0.23092055022716523,0.31856558918952943,1.385863995552063,0.6931879639625549,1.272391390800476,0.7435235559940339
10,0.23078231662511825,0.23085274547338486,0.25725669115781785,1.3859055042266846,0.6932023763656616,1.2744280099868774,0.7631278395652771
11,0.23091161847114564,0.23078956305980683,0.20875122547149658,1.3858967781066895,0.6932134389877319,1.2341707468032836,0.8170693159103394
12,0.2308325946331024,0.23075478076934813,0.24214138686656952,1.3859281182289123,0.6932159006595612,1.2569333076477052,0.8537192463874816
13,0.2306574210524559,0.23069909811019898,0.22018312737345697,1.385874879360199,0.6932896077632904,1.2426424622535706,0.8894091665744781
14,0.230544251203537,0.23062399476766587,0.14219183921813966,1.3859633326530456,0.6932157218456269,1.2576018452644349,0.9579873621463776
15,0.23053793162107467,0.23058947473764418,0.13332748636603356,1.3859266877174377,0.6932643473148346,1.2434378266334534,1.0097734212875367
16,0.23069184571504592,0.23052528351545334,0.12954026013612746,1.3859059929847717,0.6932799994945527,1.333648931980133,1.0438615679740906
17,0.23048548251390458,0.2304607078433037,0.16645928099751472,1.3859573602676392,0.6932551622390747,1.611547303199768,0.9429327547550201
18,0.2305782288312912,0.23040831983089446,0.11680294536054134,1.3859046816825866,0.6933023810386658,1.3879657149314881,0.9370371341705322
19,0.2302050918340683,0.23035846948623656,0.09995278641581536,1.3859684228897096,0.6932715237140655,1.3665844917297363,0.8748959422111511
20,0.2303595557808876,0.23030761927366256,0.10468641184270382,1.3859798908233643,0.6932628095149994,1.3879034161567687,0.767208868265152
21,0.23051593452692032,0.23025163859128953,0.08764324188232422,1.3859246850013733,0.6932856380939484,1.3694931864738464,0.7479338586330414
22,0.23025804609060288,0.23019674867391587,0.06323853302747011,1.3859607577323914,0.6932841777801514,1.388013207912445,0.7086676001548767
23,0.22990910857915878,0.23014377057552338,0.05064909625798464,1.3859515547752381,0.6932350158691406,1.401119101047516,0.6800042510032653
24,0.22988685965538025,0.23008716851472855,0.04539665831252933,1.3860522150993346,0.693203228712082,1.401514184474945,0.6732320785522461
25,0.23009104877710343,0.23003485649824143,0.06939880438148975,1.3860342741012572,0.6932605087757111,1.3866700887680055,0.6838964998722077
26,0.2300314724445343,0.22998246997594834,0.050758613273501396,1.3859267592430116,0.6932889103889466,1.3787612080574037,0.6871964395046234
27,0.2300972416996956,0.2299269914627075,0.04470138736069203,1.385918962955475,0.6933068215847016,1.4246623873710633,0.6467697322368622
28,0.23000591099262238,0.22987072467803954,0.08023860827088355,1.3859674692153932,0.6933026790618897,1.3994011282920837,0.6726185917854309
29,0.2298624947667122,0.22981871664524078,0.055728576891124246,1.3860929012298584,0.693193542957306,1.3658196210861206,0.706166273355484
30,0.22956591248512268,0.229769466817379,0.0563691683113575,1.386009693145752,0.6932330667972565,1.3790801763534546,0.6942228674888611
31,0.2299837589263916,0.22971163243055343,0.05570238195359707,1.3859267830848694,0.6933168709278107,1.398713731765747,0.6757734060287476
32,0.22987294048070908,0.2296514093875885,0.04851345284841955,1.3859907150268556,0.6932575106620789,1.3961808800697326,0.681337571144104
33,0.2294264867901802,0.22959369122982026,0.029266470577567816,1.385999369621277,0.6932647407054902,1.3710080862045289,0.7033200025558471
34,0.22953181862831115,0.22953983545303344,0.023336562188342215,1.3860147953033448,0.6932531833648682,1.3562432289123536,0.7116698682308197
35,0.2293631613254547,0.22948557883501053,0.021789431665092708,1.3860309720039368,0.6931972324848175,1.3934264183044434,0.6809741854667664
36,0.22939907014369965,0.22942920476198198,0.044231541268527505,1.3859971284866333,0.6932455182075501,1.3834450006484986,0.6979787528514863
37,0.22961681485176086,0.22937890142202377,0.03935621432028711,1.38593190908432,0.6933276414871216,1.3688865065574647,0.7112972736358643
38,0.22924662083387376,0.22931970208883284,0.024539101496338846,1.386070692539215,0.6931966304779053,1.385732078552246,0.7080219626426697
39,0.22922709882259368,0.2292651429772377,0.032022500038146974,1.3860010266304017,0.6933092534542084,1.3864335417747498,0.7113770604133606
40,0.22914946526288987,0.2292171061038971,0.020054660411551593,1.3860522270202638,0.6932662606239319,1.3888023614883422,0.7081467390060425
41,0.2293184742331505,0.22916474491357802,0.024820525711402298,1.3860598444938659,0.6932529747486115,1.371343469619751,0.7180098533630371
42,0.22903073877096175,0.229108627140522,0.017621942958794535,1.3859840869903564,0.6932592630386353,1.3839085102081299,0.6961373507976532
43,0.22906441539525985,0.2290472060441971,0.034687441773712635,1.3861461281776428,0.6932424068450928,1.3868984699249267,0.6928873956203461
44,0.2290543258190155,0.2289845958352089,0.023110692482441665,1.3858954548835754,0.6933408319950104,1.385172963142395,0.6968347072601319
45,0.22886034846305847,0.22892679870128632,0.023882244690321387,1.385988438129425,0.6933215618133545,1.3896488070487976,0.69679554104805
46,0.22898230701684952,0.2288694754242897,0.014629676123149693,1.3859685778617858,0.6932962656021118,1.3965389490127564,0.694298505783081
47,0.22886317521333693,0.22881857603788375,0.012034054251853377,1.3860299825668334,0.6932170629501343,1.3812450408935546,0.7096301078796386
48,0.22877052277326584,0.22877108603715895,0.014057465200312435,1.386017954349518,0.6932202041149139,1.3741758227348329,0.7120391368865967
49,0.22869436889886857,0.22872235178947448,0.030596088990569113,1.385940945148468,0.6932627320289612,1.4025522947311402,0.683939790725708
50,0.22867815643548967,0.22866187542676925,0.02282995409332216,1.38599636554718,0.6932904541492462,1.3964377880096435,0.6923777163028717
