epoch,recon_loss,disc_cat_loss,gen_cat_loss,disc_style_loss,gen_style_loss
1,0.2300763589610963,1.2457760357233805,0.7927352170196679,1.3863189619680483,0.6933021224026442,
2,0.22731669119729564,1.2378610296090822,1.0035248005191957,1.3863637954209027,0.6930637028324915,
3,0.22411398111782843,1.275792895756538,0.9531989461452548,1.3863374776341852,0.6932247030480174,
4,0.21989081198274382,1.2888416516242853,0.9334489718752066,1.3863416980960872,0.6932475875505643,
5,0.21328845156485,1.2962650760052605,0.9235816326107379,1.386324952447216,0.6933980367529138,74.56666666666666
6,0.200954143409208,1.3073028954644101,0.9081029157174172,1.38634006852492,0.6932698478324962,
7,0.17365008422711117,1.305556344872699,0.9070643590068591,1.3862926427655435,0.6932241395646772,
8,0.12152636467065495,1.307305001589578,0.9073915770387989,1.3861946037432926,0.6935132133139568,
9,0.08264073207443513,1.2820992146988097,0.9193673949343575,1.386234167352708,0.6932227724804731,
10,0.07215342617587069,1.278700019288233,0.9134008949556147,1.3863116004404716,0.6930867017306511,73.6
11,0.0694081824352509,1.2812909587262078,0.9089792601569532,1.3863004378071873,0.6932628006096974,
12,0.06823727141649875,1.2799801996371525,0.9144419263207714,1.3863123154130514,0.6932189062485502,
13,0.06766312942793704,1.2827740111996613,0.9109776293296995,1.3863164826413514,0.6932277751648511,
14,0.06719977747551618,1.2689550806394383,0.9327047203895316,1.3863237362859369,0.6931174131300557,
15,0.06685975047089425,1.2460788610145768,0.9340937926197278,1.3862763640433196,0.6933061500343177,68.8
16,0.0666057038300111,1.2441541217002052,0.937055087712485,1.386307652659201,0.693158302765844,
17,0.06638015319113211,1.2478462732319593,0.9317215036892834,1.3862738000525432,0.6932409397213589,
18,0.06621031647198557,1.247151474771477,0.9367281325922443,1.3862684078850827,0.6932535124787809,
19,0.06601744103566201,1.2455444389737418,0.9317159748983497,1.386286004988428,0.6933704287592419,
20,0.06583362554958767,1.2527565480411194,0.9207080027836235,1.38630777526638,0.6930864934683413,68.13333333333334
21,0.06570768848309325,1.2540302582421383,0.9136307342884943,1.386256193888159,0.6932256773928283,
22,0.06559270724760381,1.250303718369817,0.916393994293983,1.3862880383421292,0.6932032954947682,
23,0.0655342029350104,1.2487679600998796,0.922935027549499,1.386310710476583,0.6932089638823284,
24,0.06545895735363778,1.246321201324463,0.9253448109162392,1.3862514099429168,0.6932744843942819,
25,0.0653326818874358,1.2470002307461447,0.9281400184450127,1.386234946035716,0.6931941340768139,69.5
26,0.06527282509094462,1.2605087018069632,0.9241865709105467,1.3863065290904102,0.6932298950231557,
27,0.06510052629116028,1.2450630715793782,0.9338920688402624,1.3862388258591967,0.6932638276217952,
28,0.06503080927065602,1.24851669325115,0.9285719757125384,1.3863212886728753,0.6932772116253325,
29,0.06499843867473534,1.2521343381274623,0.9161643085740241,1.3862781366090027,0.6931209317861996,
30,0.06495469659920826,1.2530673246768762,0.919525790384433,1.3862669484915473,0.6933895271634263,67.68333333333332
31,0.06487077943573655,1.2504141058887834,0.9183529350649999,1.3862867468609663,0.6931357419122709,
32,0.06479572997629784,1.249649509398218,0.920287901743574,1.3862845472938374,0.6932990242353244,
33,0.06468070590439431,1.2512509137604413,0.9178281277772083,1.386268371074613,0.6931276496968757,
34,0.06461491523368058,1.2547382113486174,0.9098246543537692,1.386242070843658,0.6932865061272918,
35,0.06453590251664651,1.2575683143529643,0.905036655571002,1.3862483926170512,0.693281380694156,66.01666666666667
36,0.0644573835023367,1.2587526184362923,0.9027186759577228,1.3862831912527742,0.6931171813656768,
37,0.06439223190915556,1.2562919260487138,0.9070242392761974,1.3863333033269487,0.6931738523576152,
38,0.06434676020169484,1.2543097258746765,0.9130279726200602,1.3862407142362798,0.6932368677755433,
39,0.06420797413113281,1.2556754982103362,0.9073359871420328,1.3862503543319158,0.693275527971091,
40,0.06414374176439366,1.2560241318655128,0.9035303033445906,1.3863450758813962,0.6931281960491896,67.0
41,0.06401658171429486,1.2546486124006984,0.9070929809873858,1.3862522132606234,0.6932317996817926,
42,0.06394038219314573,1.2542868798815439,0.9061757820235862,1.3862511837001086,0.693298994220634,
43,0.06386588786390218,1.2570089362296242,0.9020899306283711,1.3863011757155212,0.6931042058167718,
44,0.06376121767449265,1.2587922984234228,0.8996982754267876,1.3862669023368817,0.6932288452168824,
45,0.06365662945031837,1.2604867168956584,0.8944191905778264,1.3862646608624491,0.6932626982482765,67.55
46,0.06358645636933433,1.2556664119706868,0.9029269689901991,1.3862916570944344,0.6931865021338656,
47,0.06346712562293168,1.258619465907226,0.894214265420148,1.3862482448088584,0.6932890427933736,
48,0.06343171426101706,1.2586133853839865,0.8962808840348432,1.3862672945099601,0.6932911358932985,
49,0.06324703105661195,1.2592630768615107,0.8970307877681034,1.3862144924399404,0.6932154283670802,
50,0.06321854060272424,1.2516762411792601,0.8839733447711428,1.3862157762758522,0.6928207909692777,66.8
