epoch,Recon_U,Recon_L,SemiSup,Disc_Cat,Gen_Cat,Disc_Sty,Gen_Sty
1,0.3213165491819382,0.321403568983078,2.2973716020584107,1.3854698419570923,0.6941124975681305,1.3831789374351502,0.6944179654121398
2,0.32191762030124665,0.32124283313751223,2.2450201511383057,1.3846478462219238,0.6945796549320221,1.37654709815979,0.6968822479248047
3,0.32131571471691134,0.3212940514087677,1.881642496585846,1.3843797445297241,0.6944603264331818,1.3694387793540954,0.6993910074234009
4,0.3208318889141083,0.3213678300380707,1.03060222864151,1.3851603150367737,0.6934979975223541,1.3625983953475953,0.7005925178527832
5,0.3210592269897461,0.3206064373254776,0.784820556640625,1.3857128500938416,0.6930409014225006,1.3543621063232423,0.7027540564537048
6,0.3206862688064575,0.3207928866147995,0.613001948595047,1.3856330633163452,0.6932610452175141,1.335418152809143,0.711058235168457
7,0.32091185748577117,0.321270227432251,0.4012337327003479,1.3856868982315063,0.6932262718677521,1.3127924799919128,0.7159299790859223
8,0.3213270515203476,0.3211036503314972,0.3325742319226265,1.3858699917793273,0.6931188106536865,1.30546293258667,0.7181861400604248
9,0.32099901139736176,0.3205865204334259,0.26497701555490494,1.385922133922577,0.693158107995987,1.2978275418281555,0.7381366312503814
10,0.3211919665336609,0.32091774940490725,0.2737753227353096,1.3859060168266297,0.6932536721229553,1.2685839891433717,0.7595446944236756
11,0.3204653561115265,0.32062633633613585,0.2537574604153633,1.385904347896576,0.6932646095752716,1.2888598322868348,0.7931552469730377
12,0.32071408033370974,0.3205372393131256,0.1880136489868164,1.3859205484390258,0.6932636678218842,1.24035484790802,0.8329565644264221
13,0.3211133420467377,0.3207826316356659,0.15608693584799765,1.3859842658042907,0.693233186006546,1.2438732385635376,0.850687038898468
14,0.32026357650756837,0.32081767320632937,0.13187755793333053,1.3859312891960145,0.6932421624660492,1.2642192840576172,0.9189463436603547
15,0.32076684534549715,0.3199755072593689,0.18939143195748329,1.3860191702842712,0.693209034204483,1.2699000716209412,0.9981752932071686
16,0.3208928644657135,0.32013595998287203,0.15135483257472515,1.385988974571228,0.6932632863521576,1.3369405150413514,1.0337830662727356
17,0.3207073241472244,0.32036861777305603,0.10896528512239456,1.3859584212303162,0.6932707011699677,1.4104102969169616,1.0300421178340913
18,0.32104936242103577,0.32134183645248415,0.13036778718233108,1.3859380841255189,0.6932522237300873,1.4505837082862854,0.91254563331604
19,0.3207613229751587,0.3205855995416641,0.10880530998110771,1.3859782218933105,0.6932528555393219,1.3375573754310608,0.8989826679229737
20,0.32062978744506837,0.32020913660526273,0.08631995543837548,1.3859506487846374,0.6932513535022735,1.388402283191681,0.7925905883312225
21,0.3205804765224457,0.3204000473022461,0.07054945975542068,1.3859739184379578,0.6932578027248383,1.3707805752754212,0.7666524708271026
22,0.32004534900188447,0.32031785845756533,0.04663563519716263,1.3859989404678346,0.6932230770587922,1.4100682973861693,0.6917521178722381
23,0.31987242996692655,0.3203007817268372,0.053252012096345426,1.38593430519104,0.6932828426361084,1.3855279445648194,0.7118272006511688
24,0.3198037981987,0.31992228925228117,0.04379203338176012,1.3860764026641845,0.6931620538234711,1.4053887248039245,0.6761047601699829
25,0.3202119439840317,0.3195747435092926,0.05191187560558319,1.386030650138855,0.6932370364665985,1.4103087902069091,0.6634489893913269
26,0.31990817487239837,0.32044685184955596,0.06742085590958595,1.3859902620315552,0.6932357013225555,1.393353009223938,0.6731287479400635
27,0.319477716088295,0.3192881554365158,0.06503026559948921,1.3860517501831056,0.6932200014591217,1.3924089789390564,0.6699726283550262
28,0.32108826041221616,0.31995300352573397,0.08775926157832145,1.3860206127166748,0.6932604193687439,1.4011744499206542,0.6637543916702271
29,0.3199560731649399,0.3194796681404114,0.11200485602021218,1.385984218120575,0.6932565808296204,1.3963711142539978,0.6723377168178558
30,0.3196967452764511,0.3191440463066101,0.06188365891575813,1.3859877347946168,0.6932159900665283,1.3833767294883728,0.686194223165512
31,0.31931923031806947,0.3200199961662292,0.04500591903924942,1.386035108566284,0.6932037472724915,1.3707874417304993,0.6940694987773895
32,0.32011822760105135,0.3190265655517578,0.040747068170458076,1.3860522508621216,0.6932199835777283,1.3902199268341064,0.6789309978485107
33,0.3193649411201477,0.31966090500354766,0.034139201231300834,1.385965383052826,0.6932639598846435,1.4119189500808715,0.6722408950328826
34,0.3197254538536072,0.3197168052196503,0.026931588584557176,1.3860385060310363,0.6932377457618714,1.391874074935913,0.6933028638362885
35,0.31793431341648104,0.31961665749549867,0.04007592019625008,1.3860263228416443,0.6932287335395813,1.3615484595298768,0.7149730324745178
36,0.3193869054317474,0.31978229284286497,0.034646032843738794,1.3860648155212403,0.6932342648506165,1.348786425590515,0.718637329339981
37,0.3194857031106949,0.31930474638938905,0.03318056333810091,1.38604896068573,0.6932329297065735,1.3707826852798461,0.6941842913627625
38,0.3189056158065796,0.31972783207893374,0.03378860227530822,1.3860081791877747,0.6932808041572571,1.3771738171577455,0.6975508749485015
39,0.3195140451192856,0.31964280009269713,0.03335866341367364,1.3859710335731505,0.6932623624801636,1.3607265830039978,0.7233592212200165
40,0.32007922530174254,0.3193159133195877,0.023447286570444703,1.3859818935394288,0.6932737171649933,1.3534066796302795,0.7323379814624786
41,0.3193588316440582,0.31887513399124146,0.02620209907181561,1.3858945727348329,0.693340665102005,1.3718778133392333,0.7077627956867218
42,0.3196119636297226,0.3189375936985016,0.01983778839930892,1.385978925228119,0.6932555615901947,1.42690167427063,0.6694365561008453
43,0.31848750710487367,0.31976187229156494,0.020806051418185235,1.386097824573517,0.6931706428527832,1.3546201825141906,0.7381639838218689
44,0.31915982663631437,0.3189874619245529,0.028918652748689055,1.3859864592552185,0.6933081924915314,1.3905845642089845,0.70345618724823
45,0.31833368837833403,0.3189393222332001,0.02643255244474858,1.3859530448913575,0.6932693779468536,1.3818915724754333,0.7241611778736115
46,0.3197844386100769,0.3193239986896515,0.025071676191873848,1.3859488844871521,0.6933133065700531,1.3918083667755128,0.7052817225456238
47,0.3186910361051559,0.3189816683530807,0.032484925165772435,1.3859434127807617,0.6932377457618714,1.3819224119186402,0.7035996079444885
48,0.318934890627861,0.31870889067649844,0.033951392001472416,1.3860160112380981,0.6932148635387421,1.3976239681243896,0.7074319303035737
49,0.31890263855457307,0.3192684292793274,0.021248625323642044,1.3858770251274108,0.6933323800563812,1.3929903149604796,0.7118975877761841
50,0.3184793949127197,0.31885613203048707,0.02061591998208314,1.3859158515930177,0.6932511150836944,1.3778200030326844,0.7160668134689331
51,0.3190062642097473,0.3185484677553177,0.009656804776750506,1.386011016368866,0.6932100832462311,1.3693604230880738,0.7104771852493286
52,0.31855965256690977,0.3191618412733078,0.009373683645389975,1.3861411213874817,0.6932052195072174,1.3711475253105163,0.7073536813259125
53,0.3182282328605652,0.3186738282442093,0.011991858179681004,1.3859272480010987,0.6932390391826629,1.3730873465538025,0.7035189390182495
54,0.3188313484191895,0.31794213950634004,0.011290631187148393,1.3859522461891174,0.6932510018348694,1.3772698640823364,0.6990255296230317
55,0.31863813996315005,0.31903618276119233,0.005714218504726887,1.3858722925186158,0.693357664346695,1.3835152745246888,0.6923081278800964
56,0.31852956414222716,0.3188570410013199,0.006502986920531839,1.3860819339752197,0.6931857407093048,1.3877004504203796,0.6869326591491699
57,0.31832155585289,0.3184859186410904,0.014888935699127614,1.3860512018203734,0.6932858765125275,1.3942038416862488,0.6820019662380219
58,0.3182533621788025,0.31839512586593627,0.006556119211018086,1.3859704971313476,0.6932255029678345,1.3973169088363648,0.6775806307792663
59,0.31821686029434204,0.31883360743522643,0.011844953265972435,1.386036205291748,0.6932134211063385,1.401403534412384,0.6741831481456757
60,0.3187247633934021,0.31850925385951995,0.0038868813775479794,1.3860381960868835,0.6932756543159485,1.4054717063903808,0.6715822577476501
61,0.3186654567718506,0.318519526720047,0.005075729184318334,1.3859158158302307,0.6933310985565185,1.4054312109947205,0.6701791822910309
62,0.31836012899875643,0.31839909851551057,0.006607194431126118,1.385972273349762,0.693245267868042,1.406510853767395,0.669130516052246
63,0.31872915029525756,0.31819530129432677,0.010253419540822506,1.3858919262886047,0.6933650732040405,1.4070664763450622,0.6698632001876831
64,0.3187264561653137,0.318333637714386,0.008096480963286013,1.3861496925354004,0.6931982815265656,1.407207715511322,0.6705795645713806
65,0.3189416766166687,0.3187832862138748,0.007743285340256989,1.3861226916313172,0.6932213425636291,1.4054157733917236,0.6724476099014283
66,0.31890197694301603,0.3183797985315323,0.006440387811744585,1.3859315752983092,0.6932690680027008,1.402637791633606,0.6747127711772919
67,0.31811955869197844,0.3186226636171341,0.007820968446321786,1.3859503030776978,0.6932535946369172,1.399686872959137,0.6771129310131073
68,0.31838147938251493,0.3190890341997147,0.00997080693487078,1.386141574382782,0.6931057929992676,1.3972322821617127,0.6807692408561706
69,0.31764127910137174,0.31804669797420504,0.01368882143869996,1.3859456300735473,0.6932585060596466,1.393847644329071,0.6833664536476135
70,0.3184217244386673,0.31853543519973754,0.008644981653196738,1.3859959483146667,0.6932742655277252,1.3902890920639037,0.6870362460613251
71,0.3191599726676941,0.31859720647335055,0.0037108294665813444,1.386075222492218,0.6932143986225128,1.386668610572815,0.690142685174942
72,0.3181448429822922,0.31818282306194307,0.007879082951694727,1.3860561728477478,0.6931698679924011,1.3819073557853698,0.6940266370773316
73,0.3191586434841156,0.3178170174360275,0.011792741308454424,1.3859797954559325,0.6932851552963257,1.3786091685295105,0.6967251539230347
74,0.31812152862548826,0.31875564754009245,0.008508926641661673,1.3860342383384705,0.6932560920715332,1.3760132312774658,0.6997618257999421
75,0.3181965559720993,0.3181489735841751,0.00545892990194261,1.3860956311225892,0.6931535422801971,1.3724151492118835,0.7028443694114686
76,0.31855347752571106,0.3188819348812103,0.013360258610919117,1.3857726812362672,0.6934031546115875,1.370077168941498,0.7053181529045105
77,0.3184921681880951,0.3186932474374771,0.007467377290595323,1.386019802093506,0.6932598412036896,1.3629908680915832,0.7095287382602692
78,0.3179499387741089,0.31838624477386473,0.004920035926625132,1.3860228538513184,0.6932186365127564,1.3632216453552246,0.7105320990085602
79,0.3182196646928787,0.31801182627677915,0.005845074530225247,1.386094069480896,0.6931845724582673,1.360759150981903,0.7122791230678558
80,0.3183683633804321,0.31873432695865633,0.00791817176504992,1.3859936714172363,0.6931943416595459,1.3596759915351868,0.7127668678760528
81,0.31914466321468354,0.3186419516801834,0.00657686562044546,1.3858422756195068,0.6932860970497131,1.356539821624756,0.7150577247142792
82,0.31823612153530123,0.3180273354053497,0.004681736050406471,1.385922920703888,0.6932797908782959,1.3581142902374268,0.7133923888206481
83,0.3192629814147949,0.3189619928598404,0.008630143443588168,1.3858932256698608,0.6932536780834198,1.3614820122718811,0.7120230376720429
84,0.31853175461292266,0.3182573527097702,0.009229744737967848,1.386119019985199,0.6931149780750274,1.3621845364570617,0.7097604513168335
85,0.3182098031044006,0.31877567172050475,0.0074744547018781304,1.3860965490341186,0.693135553598404,1.364573895931244,0.7061753690242767
86,0.3191455155611038,0.318839305639267,0.007410364216775633,1.3859417915344239,0.69325031042099,1.368386483192444,0.7013147830963135
87,0.3184914499521255,0.3184911996126175,0.015972486580722034,1.3858922600746155,0.6932328879833222,1.3743896245956422,0.6967267096042633
88,0.3188935726881027,0.3181927889585495,0.006848125357646495,1.3859778761863708,0.6932332813739777,1.381397795677185,0.6904103279113769
89,0.31823342442512514,0.31786987781524656,0.005242433969397098,1.3860287547111512,0.6932080328464508,1.3868743419647216,0.6873844027519226
90,0.31883138716220855,0.3183210760354996,0.005176580511033535,1.3860632181167603,0.6932206451892853,1.3954516410827638,0.6818768203258514
91,0.31824199855327606,0.31852023005485536,0.006481624318985269,1.3859806656837463,0.693231076002121,1.3984889745712281,0.6792133331298829
92,0.31824645698070525,0.31860982477664945,0.004289317550137639,1.3860939502716065,0.6932144045829773,1.4028329968452453,0.6776558220386505
