"Step","Adam-5 - gen_loss","Adam-5 - gen_loss__MIN","Adam-5 - gen_loss__MAX","SGD-1 - gen_loss","SGD-1 - gen_loss__MIN","SGD-1 - gen_loss__MAX","SGD-5 - gen_loss","SGD-5 - gen_loss__MIN","SGD-5 - gen_loss__MAX","Adam-1 - gen_loss","Adam-1 - gen_loss__MIN","Adam-1 - gen_loss__MAX"
"11","1.4947088990608852","1.4947088990608852","1.4947088990608852","0.8163431029518445","0.8163431029518445","0.8163431029518445","1.1153178014357885","1.1153178014357885","1.1153178014357885","1.1050718287626902","1.1050718287626902","1.1050718287626902"
"12","1.3341682653625806","1.3341682653625806","1.3341682653625806","0.7949903815984726","0.7949903815984726","0.7949903815984726","1.0317170929908752","1.0317170929908752","1.0317170929908752","1.1374542377392451","1.1374542377392451","1.1374542377392451"
"13","1.1535235433777173","1.1535235433777173","1.1535235433777173","0.7799980926513672","0.7799980926513672","0.7799980926513672","1.0379216055075327","1.0379216055075327","1.0379216055075327","1.1370114152133466","1.1370114152133466","1.1370114152133466"
"14","1.1915456544359524","1.1915456544359524","1.1915456544359524","0.7765147367119789","0.7765147367119789","0.7765147367119789","0.9141156755884489","0.9141156755884489","0.9141156755884489","1.0034519309798877","1.0034519309798877","1.0034519309798877"
"15","1.0531210133433342","1.0531210133433342","1.0531210133433342","0.7795714023709297","0.7795714023709297","0.7795714023709297","0.8821460636456807","0.8821460636456807","0.8821460636456807","1.0912970316410064","1.0912970316410064","1.0912970316410064"
"16","0.994152157107989","0.994152157107989","0.994152157107989","0.7649494148294131","0.7649494148294131","0.7649494148294131","0.8926026838024458","0.8926026838024458","0.8926026838024458","0.9996635653575261","0.9996635653575261","0.9996635653575261"
"17","0.8889507700006167","0.8889507700006167","0.8889507700006167","0.7544015419483184","0.7544015419483184","0.7544015419483184","0.9403783508141835","0.9403783508141835","0.9403783508141835","0.952794016400973","0.952794016400973","0.952794016400973"
"18","0.827469487786293","0.827469487786293","0.827469487786293","0.7488349172472953","0.7488349172472953","0.7488349172472953","0.9059333729743958","0.9059333729743958","0.9059333729743958","0.9543152926365535","0.9543152926365535","0.9543152926365535"
"19","0.7869067955017089","0.7869067955017089","0.7869067955017089","0.7397219124436378","0.7397219124436378","0.7397219124436378","0.8473090399305025","0.8473090399305025","0.8473090399305025","0.904906556904316","0.904906556904316","0.904906556904316"
"20","0.7683887457847596","0.7683887457847596","0.7683887457847596","0.7437096907695134","0.7437096907695134","0.7437096907695134","0.9051221104462942","0.9051221104462942","0.9051221104462942","0.9270038604736328","0.9270038604736328","0.9270038604736328"
"21","0.7292381847898165","0.7292381847898165","0.7292381847898165","0.7440994652112325","0.7440994652112325","0.7440994652112325","0.865362074971199","0.865362074971199","0.865362074971199","0.8742714556058248","0.8742714556058248","0.8742714556058248"
"22","0.7373980001608531","0.7373980001608531","0.7373980001608531","0.7366354434688887","0.7366354434688887","0.7366354434688887","0.8847741435964902","0.8847741435964902","0.8847741435964902","0.905399965196848","0.905399965196848","0.905399965196848"
"23","0.7312075414260228","0.7312075414260228","0.7312075414260228","0.7423819850881894","0.7423819850881894","0.7423819850881894","0.8556203197439511","0.8556203197439511","0.8556203197439511","0.891428922911485","0.891428922911485","0.891428922911485"
"24","0.7142436289787293","0.7142436289787293","0.7142436289787293","0.7384904038906097","0.7384904038906097","0.7384904038906097","0.8560981537898381","0.8560981537898381","0.8560981537898381","0.8631317603588105","0.8631317603588105","0.8631317603588105"
"25","0.7075211208065351","0.7075211208065351","0.7075211208065351","0.7353210702538491","0.7353210702538491","0.7353210702538491","0.8304933773477873","0.8304933773477873","0.8304933773477873","0.8608605105181535","0.8608605105181535","0.8608605105181535"
"26","0.7059084818760554","0.7059084818760554","0.7059084818760554","0.7351779333750407","0.7351779333750407","0.7351779333750407","0.8321642491221428","0.8321642491221428","0.8321642491221428","0.8603481588761012","0.8603481588761012","0.8603481588761012"
"27","1.0813246882955234","1.0813246882955234","1.0813246882955234","0.7342501595616341","0.7342501595616341","0.7342501595616341","0.8057163324952126","0.8057163324952126","0.8057163324952126","0.8128587299088637","0.8128587299088637","0.8128587299088637"
"28","1.3345378495256106","1.3345378495256106","1.3345378495256106","0.7315520246823629","0.7315520246823629","0.7315520246823629","0.8285153222084045","0.8285153222084045","0.8285153222084045","0.8157539062201977","0.8157539062201977","0.8157539062201977"
"29","0.8329377988974254","0.8329377988974254","0.8329377988974254","0.7269638637701671","0.7269638637701671","0.7269638637701671","0.8052996510267257","0.8052996510267257","0.8052996510267257","0.8158864406744639","0.8158864406744639","0.8158864406744639"
"30","0.800494162539641","0.800494162539641","0.800494162539641","0.7274404508868854","0.7274404508868854","0.7274404508868854","0.7968602874875068","0.7968602874875068","0.7968602874875068","0.8445174256960551","0.8445174256960551","0.8445174256960551"
"31","0.7685776735345523","0.7685776735345523","0.7685776735345523","0.7226340746879578","0.7226340746879578","0.7226340746879578","0.783840012550354","0.783840012550354","0.783840012550354","0.8157107795278231","0.8157107795278231","0.8157107795278231"
"32","0.7638540518283844","0.7638540518283844","0.7638540518283844","0.7285207594434421","0.7285207594434421","0.7285207594434421","0.7964704722166062","0.7964704722166062","0.7964704722166062","0.7914643314480782","0.7914643314480782","0.7914643314480782"
"33","0.7581787004073461","0.7581787004073461","0.7581787004073461","0.7234039413928985","0.7234039413928985","0.7234039413928985","0.7978624310096105","0.7978624310096105","0.7978624310096105","0.8003270052870115","0.8003270052870115","0.8003270052870115"
"34","0.7597151149312655","0.7597151149312655","0.7597151149312655","0.7219734956820806","0.7219734956820806","0.7219734956820806","0.8049444651603699","0.8049444651603699","0.8049444651603699","0.7863704938689867","0.7863704938689867","0.7863704938689867"
"35","0.7772835418581963","0.7772835418581963","0.7772835418581963","0.7205429871877035","0.7205429871877035","0.7205429871877035","0.7956108030676842","0.7956108030676842","0.7956108030676842","0.7777968934178352","0.7777968934178352","0.7777968934178352"
"36","0.7484753652413686","0.7484753652413686","0.7484753652413686","0.7178823080658913","0.7178823080658913","0.7178823080658913","0.7786974036693572","0.7786974036693572","0.7786974036693572","0.7798455574611822","0.7798455574611822","0.7798455574611822"
"37","0.7530477408568065","0.7530477408568065","0.7530477408568065","0.7190304960807165","0.7190304960807165","0.7190304960807165","0.7778715500235558","0.7778715500235558","0.7778715500235558","0.7738539898395538","0.7738539898395538","0.7738539898395538"
"38","0.7734286109606425","0.7734286109606425","0.7734286109606425","0.7183949856956799","0.7183949856956799","0.7183949856956799","0.7718211577335994","0.7718211577335994","0.7718211577335994","0.7843652705848217","0.7843652705848217","0.7843652705848217"
"39","0.7605916670958202","0.7605916670958202","0.7605916670958202","0.7177402253945668","0.7177402253945668","0.7177402253945668","0.7591958856582641","0.7591958856582641","0.7591958856582641","0.7614000075062116","0.7614000075062116","0.7614000075062116"
"40","1.2836451441049577","1.2836451441049577","1.2836451441049577","0.7159948621193568","0.7159948621193568","0.7159948621193568","0.7685055870811145","0.7685055870811145","0.7685055870811145","0.7537234607338905","0.7537234607338905","0.7537234607338905"
"41","1.1213091733058294","1.1213091733058294","1.1213091733058294","0.7155320592721304","0.7155320592721304","0.7155320592721304","0.7622244133551915","0.7622244133551915","0.7622244133551915","0.770298632979393","0.770298632979393","0.770298632979393"
"42","0.8610924410820008","0.8610924410820008","0.8610924410820008","0.7157768849531809","0.7157768849531809","0.7157768849531809","0.7555830813447635","0.7555830813447635","0.7555830813447635","0.7523343164722125","0.7523343164722125","0.7523343164722125"
"43","0.8170211606224378","0.8170211606224378","0.8170211606224378","0.7151657950878143","0.7151657950878143","0.7151657950878143","0.7674120134115219","0.7674120134115219","0.7674120134115219","0.7496965941786766","0.7496965941786766","0.7496965941786766"
"44","0.8122229490677516","0.8122229490677516","0.8122229490677516","0.7139940842986107","0.7139940842986107","0.7139940842986107","0.7715898091594379","0.7715898091594379","0.7715898091594379","0.7343865491946538","0.7343865491946538","0.7343865491946538"
"45","0.8149510919054349","0.8149510919054349","0.8149510919054349","0.7146841848889987","0.7146841848889987","0.7146841848889987","0.7580993481477102","0.7580993481477102","0.7580993481477102","0.7389320788284143","0.7389320788284143","0.7389320788284143"
"46","0.8106314677000046","0.8106314677000046","0.8106314677000046","0.7113435265421867","0.7113435265421867","0.7113435265421867","0.7510063887635867","0.7510063887635867","0.7510063887635867","0.741398937056462","0.741398937056462","0.741398937056462"
"47","0.8128550349672635","0.8128550349672635","0.8128550349672635","0.7105943722526232","0.7105943722526232","0.7105943722526232","0.7422603204846382","0.7422603204846382","0.7422603204846382","0.7491650121410688","0.7491650121410688","0.7491650121410688"
"48","0.7952719036738077","0.7952719036738077","0.7952719036738077","0.7113416543602944","0.7113416543602944","0.7113416543602944","0.7619505455096562","0.7619505455096562","0.7619505455096562","0.7384165448943774","0.7384165448943774","0.7384165448943774"
"49","0.7984126100937525","0.7984126100937525","0.7984126100937525","0.7096038211385409","0.7096038211385409","0.7096038211385409","0.7527849432826043","0.7527849432826043","0.7527849432826043","0.7368085685372353","0.7368085685372353","0.7368085685372353"
"50","0.7678118631243706","0.7678118631243706","0.7678118631243706","0.6927658851941426","0.6927658851941426","0.6927658851941426","0.743207962612311","0.743207962612311","0.743207962612311","0.7307769694924354","0.7307769694924354","0.7307769694924354"
"51","0.7640166393915813","0.7640166393915813","0.7640166393915813","0.7119042751193047","0.7119042751193047","0.7119042751193047","0.7475559482971827","0.7475559482971827","0.7475559482971827","0.719551220536232","0.719551220536232","0.719551220536232"
"52","0.7684656402468681","0.7684656402468681","0.7684656402468681","0.7054705472787222","0.7054705472787222","0.7054705472787222","0.7447458273172378","0.7447458273172378","0.7447458273172378","0.7222555780410767","0.7222555780410767","0.7222555780410767"
"53","0.7759521070122719","0.7759521070122719","0.7759521070122719","0.7009391407171885","0.7009391407171885","0.7009391407171885","0.73806726227204","0.73806726227204","0.73806726227204","0.7254919339219729","0.7254919339219729","0.7254919339219729"
"54","0.7842008621493975","0.7842008621493975","0.7842008621493975","0.6981859400868415","0.6981859400868415","0.6981859400868415","0.7632330033183098","0.7632330033183098","0.7632330033183098","0.7236727955937385","0.7236727955937385","0.7236727955937385"
"55","0.7850291613737742","0.7850291613737742","0.7850291613737742","0.6992953969041507","0.6992953969041507","0.6992953969041507","0.7705853483080864","0.7705853483080864","0.7705853483080864","0.734129871626695","0.734129871626695","0.734129871626695"
"56","0.7896109518408775","0.7896109518408775","0.7896109518408775","0.6953115965922674","0.6953115965922674","0.6953115965922674","0.7777638198932012","0.7777638198932012","0.7777638198932012","0.7267946178714434","0.7267946178714434","0.7267946178714434"
"57","0.7945133528113365","0.7945133528113365","0.7945133528113365","0.6995492193102837","0.6995492193102837","0.6995492193102837","0.7603083663185437","0.7603083663185437","0.7603083663185437","0.7393109200398127","0.7393109200398127","0.7393109200398127"
"58","0.8015255866448084","0.8015255866448084","0.8015255866448084","0.7052845468123754","0.7052845468123754","0.7052845468123754","0.775753605167071","0.775753605167071","0.775753605167071","0.7405228917797406","0.7405228917797406","0.7405228917797406"
"59","0.8019981197516124","0.8019981197516124","0.8019981197516124","0.7042671850323677","0.7042671850323677","0.7042671850323677","0.7589730099836985","0.7589730099836985","0.7589730099836985","0.7494556708137194","0.7494556708137194","0.7494556708137194"
"60","0.8010023000836373","0.8010023000836373","0.8010023000836373","0.7037044720848401","0.7037044720848401","0.7037044720848401","0.7738732864459356","0.7738732864459356","0.7738732864459356","0.7555555556217829","0.7555555556217829","0.7555555556217829"
"61","0.802089742620786","0.802089742620786","0.802089742620786","0.7071863936384519","0.7071863936384519","0.7071863936384519","0.7825682449340821","0.7825682449340821","0.7825682449340821","0.7404157638549804","0.7404157638549804","0.7404157638549804"
"62","0.8030494986971219","0.8030494986971219","0.8030494986971219","0.7102257760365804","0.7102257760365804","0.7102257760365804","0.7926822982231776","0.7926822982231776","0.7926822982231776","0.7438196258743605","0.7438196258743605","0.7438196258743605"
"63","0.8022080554564794","0.8022080554564794","0.8022080554564794","0.7013051164150238","0.7013051164150238","0.7013051164150238","0.7838171552618345","0.7838171552618345","0.7838171552618345","0.7397448522845904","0.7397448522845904","0.7397448522845904"
"64","0.8041389593482018","0.8041389593482018","0.8041389593482018","0.6994827625155449","0.6994827625155449","0.6994827625155449","0.7802897978822391","0.7802897978822391","0.7802897978822391","0.7422791289289793","0.7422791289289793","0.7422791289289793"
"65","0.8024386869867642","0.8024386869867642","0.8024386869867642","0.7071329453587532","0.7071329453587532","0.7071329453587532","0.799923588335514","0.799923588335514","0.799923588335514","0.7483287914594015","0.7483287914594015","0.7483287914594015"
"66","0.8082278832793236","0.8082278832793236","0.8082278832793236","0.7097923923532168","0.7097923923532168","0.7097923923532168","0.7819575175642968","0.7819575175642968","0.7819575175642968","0.7514274057745933","0.7514274057745933","0.7514274057745933"
"67","0.8061045836408933","0.8061045836408933","0.8061045836408933","0.704843353331089","0.704843353331089","0.704843353331089","0.7771751602490743","0.7771751602490743","0.7771751602490743","0.7581682229042053","0.7581682229042053","0.7581682229042053"
"68","0.8100274218122164","0.8100274218122164","0.8100274218122164","0.7043758388360342","0.7043758388360342","0.7043758388360342","0.794542780816555","0.794542780816555","0.794542780816555","0.760036928554376","0.760036928554376","0.760036928554376"
"69","0.8080685771505038","0.8080685771505038","0.8080685771505038","0.6968266758322715","0.6968266758322715","0.6968266758322715","0.7949969164530436","0.7949969164530436","0.7949969164530436","0.7621655967831612","0.7621655967831612","0.7621655967831612"
"70","0.8062071339289347","0.8062071339289347","0.8062071339289347","0.7062996325890223","0.7062996325890223","0.7062996325890223","0.81034793227911","0.81034793227911","0.81034793227911","0.7579361392060916","0.7579361392060916","0.7579361392060916"
"71","0.8064555251598358","0.8064555251598358","0.8064555251598358","0.7009993285934131","0.7009993285934131","0.7009993285934131","0.7953466678659121","0.7953466678659121","0.7953466678659121","0.7593534775575002","0.7593534775575002","0.7593534775575002"
"72","0.8088671894868215","0.8088671894868215","0.8088671894868215","0.7033768483996391","0.7033768483996391","0.7033768483996391","0.8014174841841062","0.8014174841841062","0.8014174841841062","0.7613174717624982","0.7613174717624982","0.7613174717624982"
"73","0.8075739961862564","0.8075739961862564","0.8075739961862564","0.7016910539070765","0.7016910539070765","0.7016910539070765","0.8075081861019134","0.8075081861019134","0.8075081861019134","0.7582280051708221","0.7582280051708221","0.7582280051708221"
"74","0.8070084259907404","0.8070084259907404","0.8070084259907404","0.7061179481943448","0.7061179481943448","0.7061179481943448","0.8036302344004314","0.8036302344004314","0.8036302344004314","0.7637323088447253","0.7637323088447253","0.7637323088447253"
"75","0.8097195165356","0.8097195165356","0.8097195165356","0.6979109540581703","0.6979109540581703","0.6979109540581703","0.8035226305325825","0.8035226305325825","0.8035226305325825","0.7717356341083844","0.7717356341083844","0.7717356341083844"
"76","0.8095243475834528","0.8095243475834528","0.8095243475834528","0.6969510518511136","0.6969510518511136","0.6969510518511136","0.8051650005578995","0.8051650005578995","0.8051650005578995","0.7699195452531179","0.7699195452531179","0.7699195452531179"
"77","0.808788155913353","0.808788155913353","0.808788155913353","0.7082429308692614","0.7082429308692614","0.7082429308692614","0.8001109606027603","0.8001109606027603","0.8001109606027603","0.7672921278079351","0.7672921278079351","0.7672921278079351"
"78","0.8065338291724523","0.8065338291724523","0.8065338291724523","0.7062564204136531","0.7062564204136531","0.7062564204136531","0.7981824959317844","0.7981824959317844","0.7981824959317844","0.7751606700817744","0.7751606700817744","0.7751606700817744"
"79","0.8091333835323652","0.8091333835323652","0.8091333835323652","0.7002977391084035","0.7002977391084035","0.7002977391084035","0.801038603981336","0.801038603981336","0.801038603981336","0.7744485901792845","0.7744485901792845","0.7744485901792845"
"80","0.8051800789435705","0.8051800789435705","0.8051800789435705","0.7043130374948183","0.7043130374948183","0.7043130374948183","0.8194828883806864","0.8194828883806864","0.8194828883806864","0.7712984470526377","0.7712984470526377","0.7712984470526377"
"81","0.8067693010965983","0.8067693010965983","0.8067693010965983","0.6997026614348094","0.6997026614348094","0.6997026614348094","0.8025445489088694","0.8025445489088694","0.8025445489088694","0.7729787666598956","0.7729787666598956","0.7729787666598956"
"82","0.8042875789602597","0.8042875789602597","0.8042875789602597","0.7001792100071907","0.7001792100071907","0.7001792100071907","0.7821106961369515","0.7821106961369515","0.7821106961369515","0.7734817520777384","0.7734817520777384","0.7734817520777384"
"83","0.8080030866463979","0.8080030866463979","0.8080030866463979","0.7051102531949679","0.7051102531949679","0.7051102531949679","0.7919788670539856","0.7919788670539856","0.7919788670539856","0.7709854896863302","0.7709854896863302","0.7709854896863302"
"84","0.8082545273502668","0.8082545273502668","0.8082545273502668","0.7059246702988943","0.7059246702988943","0.7059246702988943","0.803275286356608","0.803275286356608","0.803275286356608","0.77059078703324","0.77059078703324","0.77059078703324"
"85","0.8039895049730936","0.8039895049730936","0.8039895049730936","0.7075884260733922","0.7075884260733922","0.7075884260733922","0.7907807065049807","0.7907807065049807","0.7907807065049807","0.772913339237372","0.772913339237372","0.772913339237372"
"86","0.8052873485287031","0.8052873485287031","0.8052873485287031","0.7054556793967883","0.7054556793967883","0.7054556793967883","0.790224822362264","0.790224822362264","0.790224822362264","0.7726381530364355","0.7726381530364355","0.7726381530364355"
"87","0.8063365680972735","0.8063365680972735","0.8063365680972735","0.7051863134900729","0.7051863134900729","0.7051863134900729","0.7825335697333018","0.7825335697333018","0.7825335697333018","0.7756480190157891","0.7756480190157891","0.7756480190157891"
"88","0.8049084497491519","0.8049084497491519","0.8049084497491519","0.7030740412076314","0.7030740412076314","0.7030740412076314","0.7903391233086586","0.7903391233086586","0.7903391233086586","0.7744606676697731","0.7744606676697731","0.7744606676697731"
"89","0.8058027484019598","0.8058027484019598","0.8058027484019598","0.70541540513436","0.70541540513436","0.70541540513436","0.7824902180830637","0.7824902180830637","0.7824902180830637","0.7754273931185405","0.7754273931185405","0.7754273931185405"
"90","0.8067338211337726","0.8067338211337726","0.8067338211337726","0.7011079201102257","0.7011079201102257","0.7011079201102257","0.7732580044865608","0.7732580044865608","0.7732580044865608","0.7765193307399749","0.7765193307399749","0.7765193307399749"
"91","0.8045112034678459","0.8045112034678459","0.8045112034678459","0.7065846492846807","0.7065846492846807","0.7065846492846807","0.7758772153655688","0.7758772153655688","0.7758772153655688","0.7748851536711057","0.7748851536711057","0.7748851536711057"
"92","0.8058173477649688","0.8058173477649688","0.8058173477649688","0.6992147797346115","0.6992147797346115","0.6992147797346115","0.7694694840908051","0.7694694840908051","0.7694694840908051","0.7740364209810893","0.7740364209810893","0.7740364209810893"
"93","0.807415955265363","0.807415955265363","0.807415955265363","0.7024891291062038","0.7024891291062038","0.7024891291062038","0.7751733816663424","0.7751733816663424","0.7751733816663424","0.7762129035592079","0.7762129035592079","0.7762129035592079"
"94","0.8050106497605641","0.8050106497605641","0.8050106497605641","0.7071418108542761","0.7071418108542761","0.7071418108542761","0.781924220820268","0.781924220820268","0.781924220820268","0.7742533605297407","0.7742533605297407","0.7742533605297407"
"95","0.8054559459288915","0.8054559459288915","0.8054559459288915","0.7031966791550318","0.7031966791550318","0.7031966791550318","0.7668773372968037","0.7668773372968037","0.7668773372968037","0.779329065779845","0.779329065779845","0.779329065779845"
"96","0.8050624539454778","0.8050624539454778","0.8050624539454778","0.6996811218063037","0.6996811218063037","0.6996811218063037","0.7704472545782725","0.7704472545782725","0.7704472545782725","0.7777249203125636","0.7777249203125636","0.7777249203125636"
"97","0.8033965232968331","0.8033965232968331","0.8033965232968331","0.7062678893407186","0.7062678893407186","0.7062678893407186","0.7874886522690455","0.7874886522690455","0.7874886522690455","0.7808775854110718","0.7808775854110718","0.7808775854110718"
"98","0.8041160931189855","0.8041160931189855","0.8041160931189855","0.7016501106818517","0.7016501106818517","0.7016501106818517","0.7870670585831007","0.7870670585831007","0.7870670585831007","0.779432880183061","0.779432880183061","0.779432880183061"
"99","0.8038751873373985","0.8038751873373985","0.8038751873373985","0.6983551468451817","0.6983551468451817","0.6983551468451817","0.7750546897451083","0.7750546897451083","0.7750546897451083","0.7785203424096108","0.7785203424096108","0.7785203424096108"
"100","0.8023672054211298","0.8023672054211298","0.8023672054211298","0.7070301457246144","0.7070301457246144","0.7070301457246144","0.7722340541084608","0.7722340541084608","0.7722340541084608","0.7772053521871567","0.7772053521871567","0.7772053521871567"
"101","0.8024456020196279","0.8024456020196279","0.8024456020196279","0.7037071523070335","0.7037071523070335","0.7037071523070335","0.7878946127494176","0.7878946127494176","0.7878946127494176","0.7826104214787484","0.7826104214787484","0.7826104214787484"
"102","0.8053690378864606","0.8053690378864606","0.8053690378864606","0.7090057691931725","0.7090057691931725","0.7090057691931725","0.7636850466330846","0.7636850466330846","0.7636850466330846","0.7814451174934706","0.7814451174934706","0.7814451174934706"
"103","0.8008292643229167","0.8008292643229167","0.8008292643229167","0.7081654731432597","0.7081654731432597","0.7081654731432597","0.747156693438689","0.747156693438689","0.747156693438689","0.7810617407162984","0.7810617407162984","0.7810617407162984"
"104","0.8024073538184165","0.8024073538184165","0.8024073538184165","0.6958990776538849","0.6958990776538849","0.6958990776538849","0.7619692211349806","0.7619692211349806","0.7619692211349806","0.7810472516218822","0.7810472516218822","0.7810472516218822"
"105","0.8027957474191983","0.8027957474191983","0.8027957474191983","0.7084316619237264","0.7084316619237264","0.7084316619237264","0.7599266781409582","0.7599266781409582","0.7599266781409582","0.7809986603260041","0.7809986603260041","0.7809986603260041"
"106","0.8010097419222196","0.8010097419222196","0.8010097419222196","0.7037021820743878","0.7037021820743878","0.7037021820743878","0.7611498322089513","0.7611498322089513","0.7611498322089513","0.78271590868632","0.78271590868632","0.78271590868632"
"107","0.8005823722481727","0.8005823722481727","0.8005823722481727","0.7069436847170194","0.7069436847170194","0.7069436847170194","0.7683808194597562","0.7683808194597562","0.7683808194597562","0.7796933803955713","0.7796933803955713","0.7796933803955713"
"108","0.8013825899362564","0.8013825899362564","0.8013825899362564","0.7011375663677851","0.7011375663677851","0.7011375663677851","0.7671086487174034","0.7671086487174034","0.7671086487174034","0.7827756238977114","0.7827756238977114","0.7827756238977114"
"109","0.8001235274473826","0.8001235274473826","0.8001235274473826","0.7034286161263784","0.7034286161263784","0.7034286161263784","0.7771079649527868","0.7771079649527868","0.7771079649527868","0.77820837388436","0.77820837388436","0.77820837388436"
"110","0.8011500970522563","0.8011500970522563","0.8011500970522563","0.7050844220320384","0.7050844220320384","0.7050844220320384","0.7677977321545283","0.7677977321545283","0.7677977321545283","0.7820970818400383","0.7820970818400383","0.7820970818400383"
"111","0.7982721883058548","0.7982721883058548","0.7982721883058548","0.7003226592143377","0.7003226592143377","0.7003226592143377","0.7655082566539446","0.7655082566539446","0.7655082566539446","0.7800305990378061","0.7800305990378061","0.7800305990378061"
"112","0.7977319103479386","0.7977319103479386","0.7977319103479386","0.6975588518381118","0.6975588518381118","0.6975588518381118","0.754746427834034","0.754746427834034","0.754746427834034","0.7819371275107065","0.7819371275107065","0.7819371275107065"
"113","0.8005717621246974","0.8005717621246974","0.8005717621246974","0.7010299532612165","0.7010299532612165","0.7010299532612165","0.7504060825705529","0.7504060825705529","0.7504060825705529","0.7809755451480548","0.7809755451480548","0.7809755451480548"
"114","0.798012503683567","0.798012503683567","0.798012503683567","0.7046869506438573","0.7046869506438573","0.7046869506438573","0.7443228337168694","0.7443228337168694","0.7443228337168694","0.7808741256594658","0.7808741256594658","0.7808741256594658"
"115","0.7965620922048887","0.7965620922048887","0.7965620922048887","0.6979028831919034","0.6979028831919034","0.6979028831919034","0.7584048732121785","0.7584048732121785","0.7584048732121785","0.7784953545530637","0.7784953545530637","0.7784953545530637"
"116","0.798482325176398","0.798482325176398","0.798482325176398","0.700928180317084","0.700928180317084","0.700928180317084","0.7537339029709498","0.7537339029709498","0.7537339029709498","0.7787680113315583","0.7787680113315583","0.7787680113315583"
"117","0.7955609727899233","0.7955609727899233","0.7955609727899233","0.7011470239361127","0.7011470239361127","0.7011470239361127","0.7589067473014196","0.7589067473014196","0.7589067473014196","0.7808652523159981","0.7808652523159981","0.7808652523159981"
"118","0.7978639889756839","0.7978639889756839","0.7978639889756839","0.7077065947651863","0.7077065947651863","0.7077065947651863","0.7628776693344116","0.7628776693344116","0.7628776693344116","0.7775571633378665","0.7775571633378665","0.7775571633378665"
"119","0.7983889209230741","0.7983889209230741","0.7983889209230741","0.7035119200746218","0.7035119200746218","0.7035119200746218","0.759388826986154","0.759388826986154","0.759388826986154","0.7790882116556168","0.7790882116556168","0.7790882116556168"
"120","0.7969505059719085","0.7969505059719085","0.7969505059719085","0.6956960939367612","0.6956960939367612","0.6956960939367612","0.7500150016943614","0.7500150016943614","0.7500150016943614","0.7785135879119237","0.7785135879119237","0.7785135879119237"
"121","0.7975725009044011","0.7975725009044011","0.7975725009044011","0.7062852336963018","0.7062852336963018","0.7062852336963018","0.7501461255550385","0.7501461255550385","0.7501461255550385","0.777639382481575","0.777639382481575","0.777639382481575"
"122","0.7946307352185249","0.7946307352185249","0.7946307352185249","0.7013409019509951","0.7013409019509951","0.7013409019509951","0.7500211092829704","0.7500211092829704","0.7500211092829704","0.7776353805263837","0.7776353805263837","0.7776353805263837"
