"Step","Adam-5 - recon_loss","Adam-5 - recon_loss__MIN","Adam-5 - recon_loss__MAX","SGD-1 - recon_loss","SGD-1 - recon_loss__MIN","SGD-1 - recon_loss__MAX","SGD-5 - recon_loss","SGD-5 - recon_loss__MIN","SGD-5 - recon_loss__MAX","Adam-1 - recon_loss","Adam-1 - recon_loss__MIN","Adam-1 - recon_loss__MAX"
"28","0.10991100541005532","0.10991100541005532","0.10991100541005532","0.1567301429559787","0.1567301429559787","0.1567301429559787","0.1575885780652364","0.1575885780652364","0.1575885780652364","0.10582957830280065","0.10582957830280065","0.10582957830280065"
"29","0.10359478460003932","0.10359478460003932","0.10359478460003932","0.15666851669549942","0.15666851669549942","0.15666851669549942","0.15739427762726943","0.15739427762726943","0.15739427762726943","0.10577535183479389","0.10577535183479389","0.10577535183479389"
"30","0.10259935166686773","0.10259935166686773","0.10259935166686773","0.15655489325523375","0.15655489325523375","0.15655489325523375","0.1570700639983018","0.1570700639983018","0.1570700639983018","0.10646104830006758","0.10646104830006758","0.10646104830006758"
"31","0.10208762189994255","0.10208762189994255","0.10208762189994255","0.1567420562605063","0.1567420562605063","0.1567420562605063","0.15781953933338325","0.15781953933338325","0.15781953933338325","0.10490049038082361","0.10490049038082361","0.10490049038082361"
"32","0.10184361721078555","0.10184361721078555","0.10184361721078555","0.156701738362511","0.156701738362511","0.156701738362511","0.15752228828767936","0.15752228828767936","0.15752228828767936","0.10465771319965521","0.10465771319965521","0.10465771319965521"
"33","0.10179989638427893","0.10179989638427893","0.10179989638427893","0.15670412575205167","0.15670412575205167","0.15670412575205167","0.15708778997262318","0.15708778997262318","0.15708778997262318","0.10493704461803038","0.10493704461803038","0.10493704461803038"
"34","0.1021513146162033","0.1021513146162033","0.1021513146162033","0.15656435027718543","0.15656435027718543","0.15656435027718543","0.15723268335064253","0.15723268335064253","0.15723268335064253","0.10468212318917115","0.10468212318917115","0.10468212318917115"
"35","0.10238465088109175","0.10238465088109175","0.10238465088109175","0.1563788474847873","0.1563788474847873","0.1563788474847873","0.15713985631863275","0.15713985631863275","0.15713985631863275","0.10423837875326475","0.10423837875326475","0.10423837875326475"
"36","0.10170951666931312","0.10170951666931312","0.10170951666931312","0.156224995876352","0.156224995876352","0.156224995876352","0.15726732621590298","0.15726732621590298","0.15726732621590298","0.10484101039667924","0.10484101039667924","0.10484101039667924"
"37","0.10191856766740481","0.10191856766740481","0.10191856766740481","0.15649131121734777","0.15649131121734777","0.15649131121734777","0.15689795521398386","0.15689795521398386","0.15689795521398386","0.1050896696994702","0.1050896696994702","0.1050896696994702"
"38","0.1025626415386796","0.1025626415386796","0.1025626415386796","0.15631472085913023","0.15631472085913023","0.15631472085913023","0.1569438350449006","0.1569438350449006","0.1569438350449006","0.10487403959035874","0.10487403959035874","0.10487403959035874"
"39","0.10220340964694818","0.10220340964694818","0.10220340964694818","0.1562986618032058","0.1562986618032058","0.1562986618032058","0.15664230751494568","0.15664230751494568","0.15664230751494568","0.10378704603761435","0.10378704603761435","0.10378704603761435"
"40","0.10838183488696813","0.10838183488696813","0.10838183488696813","0.15634825527668","0.15634825527668","0.15634825527668","0.15624707298974197","0.15624707298974197","0.15624707298974197","0.10428845384468635","0.10428845384468635","0.10428845384468635"
"41","0.10621557074288528","0.10621557074288528","0.10621557074288528","0.1563667432963848","0.1563667432963848","0.1563667432963848","0.15646382756531238","0.15646382756531238","0.15646382756531238","0.10430953254302343","0.10430953254302343","0.10430953254302343"
"42","0.10259213487307231","0.10259213487307231","0.10259213487307231","0.15637222538391748","0.15637222538391748","0.15637222538391748","0.15588190550605455","0.15588190550605455","0.15588190550605455","0.10386094931513071","0.10386094931513071","0.10386094931513071"
"43","0.101804125495255","0.101804125495255","0.101804125495255","0.15613729561368625","0.15613729561368625","0.15613729561368625","0.1556218141814073","0.1556218141814073","0.1556218141814073","0.10373324570556482","0.10373324570556482","0.10373324570556482"
"44","0.10173800216366848","0.10173800216366848","0.10173800216366848","0.15600549918909867","0.15600549918909867","0.15600549918909867","0.15590910591185092","0.15590910591185092","0.15590910591185092","0.10350354832907517","0.10350354832907517","0.10350354832907517"
"45","0.10176676101982593","0.10176676101982593","0.10176676101982593","0.15625213454167047","0.15625213454167047","0.15625213454167047","0.1565706571439902","0.1565706571439902","0.1565706571439902","0.10466398453960817","0.10466398453960817","0.10466398453960817"
"46","0.10195712644606829","0.10195712644606829","0.10195712644606829","0.15607627781728903","0.15607627781728903","0.15607627781728903","0.1557705035308997","0.1557705035308997","0.1557705035308997","0.10423200796047846","0.10423200796047846","0.10423200796047846"
"47","0.10185209926217795","0.10185209926217795","0.10185209926217795","0.1561283768961827","0.1561283768961827","0.1561283768961827","0.1560999354471763","0.1560999354471763","0.1560999354471763","0.10428970564156771","0.10428970564156771","0.10428970564156771"
"48","0.10171932974209388","0.10171932974209388","0.10171932974209388","0.1561170794814825","0.1561170794814825","0.1561170794814825","0.15572466924786568","0.15572466924786568","0.15572466924786568","0.10315569513787826","0.10315569513787826","0.10315569513787826"
"49","0.10183530925462643","0.10183530925462643","0.10183530925462643","0.15603890200455983","0.15603890200455983","0.15603890200455983","0.15534375789264837","0.15534375789264837","0.15534375789264837","0.10309286935875814","0.10309286935875814","0.10309286935875814"
"50","0.10038243524730206","0.10038243524730206","0.10038243524730206","0.15581746625403564","0.15581746625403564","0.15581746625403564","0.1545870058486859","0.1545870058486859","0.1545870058486859","0.10189358501384656","0.10189358501384656","0.10189358501384656"
"51","0.09983154433468977","0.09983154433468977","0.09983154433468977","0.15587898924946786","0.15587898924946786","0.15587898924946786","0.15471613317728042","0.15471613317728042","0.15471613317728042","0.10136333155135313","0.10136333155135313","0.10136333155135313"
"52","0.09977502870062988","0.09977502870062988","0.09977502870062988","0.1559700587640206","0.1559700587640206","0.1559700587640206","0.15417208043237526","0.15417208043237526","0.15417208043237526","0.10151981682827076","0.10151981682827076","0.10151981682827076"
"53","0.09975126586854458","0.09975126586854458","0.09975126586854458","0.15628554527958236","0.15628554527958236","0.15628554527958236","0.15453758326669534","0.15453758326669534","0.15453758326669534","0.10145571870108445","0.10145571870108445","0.10145571870108445"
"54","0.09977353100975354","0.09977353100975354","0.09977353100975354","0.15613962012032667","0.15613962012032667","0.15613962012032667","0.15497019397715728","0.15497019397715728","0.15497019397715728","0.10163218775143226","0.10163218775143226","0.10163218775143226"
"55","0.09981088397403558","0.09981088397403558","0.09981088397403558","0.15583738336960476","0.15583738336960476","0.15583738336960476","0.15513578325510025","0.15513578325510025","0.15513578325510025","0.10148558257768552","0.10148558257768552","0.10148558257768552"
"56","0.09978695495675008","0.09978695495675008","0.09978695495675008","0.15611465806762378","0.15611465806762378","0.15611465806762378","0.15547697653373083","0.15547697653373083","0.15547697653373083","0.10138804574807485","0.10138804574807485","0.10138804574807485"
"57","0.09975960747649272","0.09975960747649272","0.09975960747649272","0.15607678651809692","0.15607678651809692","0.15607678651809692","0.15525692249337833","0.15525692249337833","0.15525692249337833","0.1014618765686949","0.1014618765686949","0.1014618765686949"
"58","0.09971249215304852","0.09971249215304852","0.09971249215304852","0.15595262847840785","0.15595262847840785","0.15595262847840785","0.15498249471187592","0.15498249471187592","0.15498249471187592","0.10140547398477792","0.10140547398477792","0.10140547398477792"
"59","0.09973058971265952","0.09973058971265952","0.09973058971265952","0.1560250797122717","0.1560250797122717","0.1560250797122717","0.15540110605458418","0.15540110605458418","0.15540110605458418","0.10145469183723131","0.10145469183723131","0.10145469183723131"
"60","0.09972780854751666","0.09972780854751666","0.09972780854751666","0.15600264956553778","0.15600264956553778","0.15600264956553778","0.15545514144003392","0.15545514144003392","0.15545514144003392","0.10131813429296016","0.10131813429296016","0.10131813429296016"
"61","0.0997033149128159","0.0997033149128159","0.0997033149128159","0.15599951796233655","0.15599951796233655","0.15599951796233655","0.15539140589535236","0.15539140589535236","0.15539140589535236","0.10137675810605287","0.10137675810605287","0.10137675810605287"
"62","0.09972356863319874","0.09972356863319874","0.09972356863319874","0.15597978626688322","0.15597978626688322","0.15597978626688322","0.15564964535335699","0.15564964535335699","0.15564964535335699","0.10131577207396428","0.10131577207396428","0.10131577207396428"
"63","0.09963776372373104","0.09963776372373104","0.09963776372373104","0.156030712723732","0.156030712723732","0.156030712723732","0.15538934215903283","0.15538934215903283","0.15538934215903283","0.10125485378007094","0.10125485378007094","0.10125485378007094"
"64","0.09965923385073741","0.09965923385073741","0.09965923385073741","0.15610981948673724","0.15610981948673724","0.15610981948673724","0.1551556795090437","0.1551556795090437","0.1551556795090437","0.10127142645418644","0.10127142645418644","0.10127142645418644"
"65","0.09961740616708994","0.09961740616708994","0.09961740616708994","0.15625005645056567","0.15625005645056567","0.15625005645056567","0.1552664269010226","0.1552664269010226","0.1552664269010226","0.10126626835515101","0.10126626835515101","0.10126626835515101"
"66","0.09958727738509575","0.09958727738509575","0.09958727738509575","0.15665747006734212","0.15665747006734212","0.15665747006734212","0.15502107709646226","0.15502107709646226","0.15502107709646226","0.1012777950738867","0.1012777950738867","0.1012777950738867"
"67","0.09955758385360242","0.09955758385360242","0.09955758385360242","0.15639779267211756","0.15639779267211756","0.15639779267211756","0.1553495058665673","0.1553495058665673","0.1553495058665673","0.10117487152417501","0.10117487152417501","0.10117487152417501"
"68","0.09956613349417845","0.09956613349417845","0.09956613349417845","0.15617725091675919","0.15617725091675919","0.15617725091675919","0.15532024097939331","0.15532024097939331","0.15532024097939331","0.10119293343275786","0.10119293343275786","0.10119293343275786"
"69","0.09951508724441131","0.09951508724441131","0.09951508724441131","0.15616855181753636","0.15616855181753636","0.15616855181753636","0.15504924237728118","0.15504924237728118","0.15504924237728118","0.10113015446811914","0.10113015446811914","0.10113015446811914"
"70","0.09951138742268086","0.09951138742268086","0.09951138742268086","0.15632964159051577","0.15632964159051577","0.15632964159051577","0.1550981896619002","0.1550981896619002","0.1550981896619002","0.10114183609684309","0.10114183609684309","0.10114183609684309"
"71","0.09948189845929543","0.09948189845929543","0.09948189845929543","0.15624687617023786","0.15624687617023786","0.15624687617023786","0.15568507211903732","0.15568507211903732","0.15568507211903732","0.10108456786721945","0.10108456786721945","0.10108456786721945"
"72","0.09945898925264676","0.09945898925264676","0.09945898925264676","0.15634696687261262","0.15634696687261262","0.15634696687261262","0.15530549257993698","0.15530549257993698","0.15530549257993698","0.1010257018605868","0.1010257018605868","0.1010257018605868"
"73","0.0994406669586897","0.0994406669586897","0.0994406669586897","0.15600559445718923","0.15600559445718923","0.15600559445718923","0.15501749637226264","0.15501749637226264","0.15501749637226264","0.10100323963910342","0.10100323963910342","0.10100323963910342"
"74","0.09946982664366563","0.09946982664366563","0.09946982664366563","0.15638317356506984","0.15638317356506984","0.15638317356506984","0.15510415772596994","0.15510415772596994","0.15510415772596994","0.10098095905035734","0.10098095905035734","0.10098095905035734"
"75","0.09942341022193432","0.09942341022193432","0.09942341022193432","0.15653792411088943","0.15653792411088943","0.15653792411088943","0.15530705094337463","0.15530705094337463","0.15530705094337463","0.10099508465578158","0.10099508465578158","0.10099508465578158"
"76","0.09938599811245998","0.09938599811245998","0.09938599811245998","0.155973666186134","0.155973666186134","0.155973666186134","0.15577720068395137","0.15577720068395137","0.15577720068395137","0.1009173334762454","0.1009173334762454","0.1009173334762454"
"77","0.0993850855405132","0.0993850855405132","0.0993850855405132","0.155420605118076","0.155420605118076","0.155420605118076","0.15592963464558124","0.15592963464558124","0.15592963464558124","0.10088234512756268","0.10088234512756268","0.10088234512756268"
"78","0.09937699815879265","0.09937699815879265","0.09937699815879265","0.15558007086316744","0.15558007086316744","0.15558007086316744","0.15589462665220102","0.15589462665220102","0.15589462665220102","0.10082614428053299","0.10082614428053299","0.10082614428053299"
"79","0.09934900323549907","0.09934900323549907","0.09934900323549907","0.15614051116009553","0.15614051116009553","0.15614051116009553","0.1562239594012499","0.1562239594012499","0.1562239594012499","0.10082198667029539","0.10082198667029539","0.10082198667029539"
"80","0.09936207693070173","0.09936207693070173","0.09936207693070173","0.15606762667496998","0.15606762667496998","0.15606762667496998","0.1566422196229299","0.1566422196229299","0.1566422196229299","0.10081864468753338","0.10081864468753338","0.10081864468753338"
"81","0.09931861157218615","0.09931861157218615","0.09931861157218615","0.15572923647860687","0.15572923647860687","0.15572923647860687","0.1568176412085692","0.1568176412085692","0.1568176412085692","0.10081823931386073","0.10081823931386073","0.10081823931386073"
"82","0.09933695887525876","0.09933695887525876","0.09933695887525876","0.15583627214034398","0.15583627214034398","0.15583627214034398","0.15654951649407545","0.15654951649407545","0.15654951649407545","0.10076092903812726","0.10076092903812726","0.10076092903812726"
"83","0.09931838276485602","0.09931838276485602","0.09931838276485602","0.1558902481198311","0.1558902481198311","0.1558902481198311","0.15595970580975216","0.15595970580975216","0.15595970580975216","0.10077706284821034","0.10077706284821034","0.10077706284821034"
"84","0.09928989661236604","0.09928989661236604","0.09928989661236604","0.15573471300303937","0.15573471300303937","0.15573471300303937","0.15542566227416196","0.15542566227416196","0.15542566227416196","0.10074375618249178","0.10074375618249178","0.10074375618249178"
"85","0.09927193543563287","0.09927193543563287","0.09927193543563287","0.15607400027414162","0.15607400027414162","0.15607400027414162","0.15627475331226984","0.15627475331226984","0.15627475331226984","0.10072937214126189","0.10072937214126189","0.10072937214126189"
"86","0.0992707080145677","0.0992707080145677","0.0992707080145677","0.15598922091225784","0.15598922091225784","0.15598922091225784","0.15695787412424883","0.15695787412424883","0.15695787412424883","0.10073314669231574","0.10073314669231574","0.10073314669231574"
"87","0.09925201284388702","0.09925201284388702","0.09925201284388702","0.15600711829960345","0.15600711829960345","0.15600711829960345","0.15738029023011527","0.15738029023011527","0.15738029023011527","0.1006629250322779","0.1006629250322779","0.1006629250322779"
"88","0.09930376550803582","0.09930376550803582","0.09930376550803582","0.1562700985620419","0.1562700985620419","0.1562700985620419","0.15674958224097887","0.15674958224097887","0.15674958224097887","0.10064795933663845","0.10064795933663845","0.10064795933663845"
"89","0.09925506235410769","0.09925506235410769","0.09925506235410769","0.15583501651883125","0.15583501651883125","0.15583501651883125","0.1563613546391328","0.1563613546391328","0.1563613546391328","0.10065235558897256","0.10065235558897256","0.10065235558897256"
"90","0.09925007517139117","0.09925007517139117","0.09925007517139117","0.15589921648303667","0.15589921648303667","0.15589921648303667","0.15644563707212608","0.15644563707212608","0.15644563707212608","0.10062901215006907","0.10062901215006907","0.10062901215006907"
"91","0.0992062362159292","0.0992062362159292","0.0992062362159292","0.15594858010609944","0.15594858010609944","0.15594858010609944","0.1565896922101577","0.1565896922101577","0.1565896922101577","0.10063863404095173","0.10063863404095173","0.10063863404095173"
"92","0.09926285245766242","0.09926285245766242","0.09926285245766242","0.15633613514403502","0.15633613514403502","0.15633613514403502","0.1573708804200093","0.1573708804200093","0.1573708804200093","0.10060234523067872","0.10060234523067872","0.10060234523067872"
"93","0.09920658513903619","0.09920658513903619","0.09920658513903619","0.1565105795611938","0.1565105795611938","0.1565105795611938","0.15689689534405868","0.15689689534405868","0.15689689534405868","0.10062283198038736","0.10062283198038736","0.10062283198038736"
"94","0.0991819721708695","0.0991819721708695","0.0991819721708695","0.15612070977687836","0.15612070977687836","0.15612070977687836","0.15627171861628691","0.15627171861628691","0.15627171861628691","0.1005956150094668","0.1005956150094668","0.1005956150094668"
"95","0.09915104440102974","0.09915104440102974","0.09915104440102974","0.1561362812668085","0.1561362812668085","0.1561362812668085","0.1563639342536529","0.1563639342536529","0.1563639342536529","0.10054764987279971","0.10054764987279971","0.10054764987279971"
"96","0.09913977230588596","0.09913977230588596","0.09913977230588596","0.15643953710794448","0.15643953710794448","0.15643953710794448","0.1559435510635376","0.1559435510635376","0.1559435510635376","0.10050897629310687","0.10050897629310687","0.10050897629310687"
"97","0.09916873842477798","0.09916873842477798","0.09916873842477798","0.1563690999398629","0.1563690999398629","0.1563690999398629","0.155953009724617","0.155953009724617","0.155953009724617","0.1005038224781553","0.1005038224781553","0.1005038224781553"
"98","0.09916389959553877","0.09916389959553877","0.09916389959553877","0.15650306284427642","0.15650306284427642","0.15650306284427642","0.1562466129163901","0.1562466129163901","0.1562466129163901","0.10047940749675036","0.10047940749675036","0.10047940749675036"
"99","0.09915813631067673","0.09915813631067673","0.09915813631067673","0.15595698436101277","0.15595698436101277","0.15595698436101277","0.15631692551076412","0.15631692551076412","0.15631692551076412","0.1004927283152938","0.1004927283152938","0.1004927283152938"
"100","0.09913928652803103","0.09913928652803103","0.09913928652803103","0.1563337617367506","0.1563337617367506","0.1563337617367506","0.15591597234209378","0.15591597234209378","0.15591597234209378","0.10047220967710019","0.10047220967710019","0.10047220967710019"
"101","0.09912984490394593","0.09912984490394593","0.09912984490394593","0.15650525470574697","0.15650525470574697","0.15650525470574697","0.1556131217132012","0.1556131217132012","0.1556131217132012","0.10043198920786381","0.10043198920786381","0.10043198920786381"
"102","0.09914220469693343","0.09914220469693343","0.09914220469693343","0.15606773686905703","0.15606773686905703","0.15606773686905703","0.1557146649559339","0.1557146649559339","0.1557146649559339","0.10040315145005782","0.10040315145005782","0.10040315145005782"
"103","0.09910012380530436","0.09910012380530436","0.09910012380530436","0.15601924779514473","0.15601924779514473","0.15601924779514473","0.15655646031101544","0.15655646031101544","0.15655646031101544","0.10038280293345452","0.10038280293345452","0.10038280293345452"
"104","0.09912337861955166","0.09912337861955166","0.09912337861955166","0.1560056199133396","0.1560056199133396","0.1560056199133396","0.15620702100296815","0.15620702100296815","0.15620702100296815","0.10034310980389516","0.10034310980389516","0.10034310980389516"
"105","0.09907119153688351","0.09907119153688351","0.09907119153688351","0.15583101481199266","0.15583101481199266","0.15583101481199266","0.1556851009031137","0.1556851009031137","0.1556851009031137","0.1003628459200263","0.1003628459200263","0.1003628459200263"
"106","0.09906540099531412","0.09906540099531412","0.09906540099531412","0.15571594953536988","0.15571594953536988","0.15571594953536988","0.15594865836203098","0.15594865836203098","0.15594865836203098","0.1003051312888662","0.1003051312888662","0.1003051312888662"
"107","0.09907541543245316","0.09907541543245316","0.09907541543245316","0.1560394943257173","0.1560394943257173","0.1560394943257173","0.15623260503013928","0.15623260503013928","0.15623260503013928","0.10030131082981825","0.10030131082981825","0.10030131082981825"
"108","0.09906747745970886","0.09906747745970886","0.09906747745970886","0.15579518648485344","0.15579518648485344","0.15579518648485344","0.15663496568799018","0.15663496568799018","0.15663496568799018","0.1002954672028621","0.1002954672028621","0.1002954672028621"
"109","0.09904613280047973","0.09904613280047973","0.09904613280047973","0.15549554506937663","0.15549554506937663","0.15549554506937663","0.15632181917627652","0.15632181917627652","0.15632181917627652","0.10032023300727208","0.10032023300727208","0.10032023300727208"
"110","0.09902536405871312","0.09902536405871312","0.09902536405871312","0.15543322446445623","0.15543322446445623","0.15543322446445623","0.15599733762443066","0.15599733762443066","0.15599733762443066","0.1002883446464936","0.1002883446464936","0.1002883446464936"
"111","0.09903620090335608","0.09903620090335608","0.09903620090335608","0.15567028624316057","0.15567028624316057","0.15567028624316057","0.15574447726209958","0.15574447726209958","0.15574447726209958","0.10025839285304149","0.10025839285304149","0.10025839285304149"
"112","0.09904584779093663","0.09904584779093663","0.09904584779093663","0.1555844547847907","0.1555844547847907","0.1555844547847907","0.15556305930018424","0.15556305930018424","0.15556305930018424","0.10031883145372072","0.10031883145372072","0.10031883145372072"
"113","0.09901947146902482","0.09901947146902482","0.09901947146902482","0.15553302037219208","0.15553302037219208","0.15553302037219208","0.15568632791439693","0.15568632791439693","0.15568632791439693","0.10021529380232096","0.10021529380232096","0.10021529380232096"
"114","0.09905412228157123","0.09905412228157123","0.09905412228157123","0.15539216923216978","0.15539216923216978","0.15539216923216978","0.1561453272153934","0.1561453272153934","0.1561453272153934","0.10020701156308254","0.10020701156308254","0.10020701156308254"
"115","0.09901276179899772","0.09901276179899772","0.09901276179899772","0.15556077487766742","0.15556077487766742","0.15556077487766742","0.15597840500374635","0.15597840500374635","0.15597840500374635","0.10019529306640228","0.10019529306640228","0.10019529306640228"
"116","0.09896820881714423","0.09896820881714423","0.09896820881714423","0.1558868399510781","0.1558868399510781","0.1558868399510781","0.155569845388333","0.155569845388333","0.155569845388333","0.10015115323166053","0.10015115323166053","0.10015115323166053"
"117","0.09895281533400217","0.09895281533400217","0.09895281533400217","0.15585444775720436","0.15585444775720436","0.15585444775720436","0.15568921767175198","0.15568921767175198","0.15568921767175198","0.10017890931417545","0.10017890931417545","0.10017890931417545"
"118","0.09894729255388181","0.09894729255388181","0.09894729255388181","0.1557739924887816","0.1557739924887816","0.1557739924887816","0.1553245594849189","0.1553245594849189","0.1553245594849189","0.1001386461655299","0.1001386461655299","0.1001386461655299"
"119","0.09896448673059544","0.09896448673059544","0.09896448673059544","0.15605305363734565","0.15605305363734565","0.15605305363734565","0.15627724116047223","0.15627724116047223","0.15627724116047223","0.10010702198992173","0.10010702198992173","0.10010702198992173"
"120","0.09893583780775468","0.09893583780775468","0.09893583780775468","0.15587258430818718","0.15587258430818718","0.15587258430818718","0.15655279989043872","0.15655279989043872","0.15655279989043872","0.10013141876707475","0.10013141876707475","0.10013141876707475"
