Epoch,Recon Loss,Disc Loss,Gen Loss
1,0.31964353640874227,0.22987673636836312,3.4965460244814555
2,0.3152553079028924,0.44400576428510247,4.2718876159191135
3,0.30636235321561495,0.9952131076157094,4.7108295931170385
1,0.23545606019596257,0.7921172772720456,3.8977385916312537
2,0.1701177978515625,0.797101209970812,2.602708462278048
3,0.1617726792395115,0.9631991988668839,1.9104070855180422
4,0.1598809288193782,1.0425412772099176,1.5958861920237541
5,0.1596239044268926,1.1457950134078663,1.3731123207012812
6,0.15970241685708364,1.1126846362153688,1.3436516026655834
7,0.15939629537363847,1.1355019211769104,1.2379566921790441
8,0.15904955382148425,1.2290602494279543,1.303704135020574
9,0.1591800058633089,1.1799737810095152,1.172579423089822
10,0.15872339303294816,1.2294745247562726,1.1216305430730185
11,0.15859866589307786,1.2521225090821584,1.0174257443348567
12,0.15868240719040236,1.277540963689486,0.9973196026682853
13,0.15821884669363498,1.282328983147939,0.9597976257403692
14,0.1581871314595143,1.28981125553449,0.9100850152969361
15,0.15825178623199462,1.3072471690177918,0.9074978827436765
16,0.15800324815015,1.3213458762566248,0.8327212718129158
17,0.15826839496692022,1.3200792332490285,0.8366268101334572
18,0.1576964848736922,1.3322482987244924,0.8418066306908926
19,0.1577601685623328,1.3380230460564295,0.8221216891209284
20,0.1576707873493433,1.3336208377281824,0.847738460401694
21,0.1576816593358914,1.3415457089742024,0.8297923827171325
22,0.1574178705116113,1.3307186939318976,0.8491016866763433
23,0.1570404948790868,1.3385355748732886,0.8349782525499662
24,0.15694014944136142,1.3380775060256322,0.8339078963796298
25,0.15706283874809743,1.3365000092983246,0.8444009740153948
26,0.15725913795332114,1.3437422639131547,0.8293523659308751
27,0.15710571085413297,1.3457551536957424,0.8186195057630539
28,0.1570770623286565,1.3524687039852141,0.8032338128487269
29,0.15668925327559313,1.3445350281397501,0.8189412943522135
30,0.15663278510173162,1.3482285000880558,0.8020231382052103
31,0.15619921637078127,1.350640779733658,0.8256078398227692
32,0.1558912872026364,1.3537352931499482,0.7965406757593155
33,0.15582322977483273,1.3450887884696325,0.8113614572087924
34,0.15597996279597282,1.3499580279986063,0.808496537009875
35,0.15565918068091075,1.3555144774913788,0.7995235835512479
36,0.15536751920978228,1.3546444096167882,0.7905381090442339
37,0.15541721093157926,1.3585082044204075,0.781409957309564
38,0.15490351522962253,1.3593540171782175,0.7860561068852743
39,0.1547400243083636,1.3646503816048303,0.7713222114245096
40,0.15514320331315198,1.362791704336802,0.7644095037380855
41,0.15515113323926927,1.360405802130699,0.7715133045117061
42,0.15487808088461558,1.363211201230685,0.7653970529635747
43,0.1546690017481645,1.3651953172683715,0.7558122699459394
44,0.15397306390106677,1.3654653437932331,0.7647331786155701
45,0.15341530750195184,1.3616157380739848,0.7693118882179261
46,0.1537731569012006,1.3647578138113021,0.7621223421891531
47,0.15440178339680036,1.366196145415306,0.7566346748669942
48,0.15393753079076608,1.3631753013531367,0.7638653430342675
49,0.1534080964823564,1.3671217089891434,0.7511460324128468
50,0.15344267564515274,1.367914813955625,0.7521586115161578
51,0.15387454854945343,1.3409010608990988,0.7570176017284393
52,0.15343353408078353,1.3427571368217468,0.7695123075445494
53,0.15315677163501581,1.33989398141702,0.7562659385800362
54,0.15441564338902633,1.3500929733117422,0.7657704544067383
55,0.15375292626519999,1.3419870064655939,0.7641912806034088
56,0.1536456654469172,1.346540461977323,0.7612330615520477
57,0.1536852241307497,1.3445451909303665,0.7634795086582502
58,0.15309217788279056,1.3282711738348008,0.7827692219614982
59,0.15392026608188947,1.349850026567777,0.7748118486007055
60,0.1540151374787092,1.3306596012910208,0.7701009475191434
61,0.15392521436015766,1.3416192130247753,0.7818960464994112
62,0.15355261489748956,1.3439114596446355,0.7683521819114685
63,0.15396631794671217,1.3240641713142396,0.7841877388954163
64,0.15494186441103616,1.3222975897789002,0.7986033831040065
65,0.1543367346872886,1.3283420312404632,0.7931858910123507
66,0.1541542856146892,1.3358641487360001,0.7909508893887202
67,0.1539203916490078,1.327929622332255,0.7999632761875788
68,0.15329691223800182,1.3184704796473186,0.8143271051843961
69,0.15294694781303406,1.340348729888598,0.7965338349342346
70,0.153832967877388,1.3163682850201925,0.8061500462889671
71,0.15472330150504907,1.338146926164627,0.795819416642189
72,0.1541509983688593,1.314977227250735,0.8207577501734098
73,0.1538185471544663,1.3323199109236399,0.8053750468293825
74,0.15436088499923548,1.3288545217116674,0.8084767265121142
75,0.15410618484020233,1.3278627681732178,0.8085309058427811
76,0.15444644344349703,1.3263404222329458,0.8126459649205208
77,0.1546848881493012,1.3366946542263032,0.78443447103103
78,0.153884080996116,1.3214231407642365,0.8052804852525394
79,0.15418003971378008,1.3390825404723485,0.7908332880338033
80,0.154429217800498,1.3344928103685378,0.7864316920439403
81,0.15399119436740874,1.329746624827385,0.7938324228922526
82,0.1542260252436002,1.3259019422531129,0.8016179203987122
83,0.15535094852248826,1.3306588306029639,0.8051973540584246
84,0.15666480752329032,1.331853747566541,0.7918603645761808
85,0.15619586604336896,1.3278110323349634,0.797318824827671
86,0.15603072114288807,1.3375266341368357,0.7975343399246534
87,0.1553184952835242,1.328922959367434,0.8025797146558762
88,0.1552773061643044,1.3493776778380075,0.779002985060215
89,0.1562202266852061,1.3462769494454065,0.7736502227187156
90,0.15589372490843137,1.354909871816635,0.7630903931458791
91,0.15597513236105442,1.3434312134981155,0.7730890394250551
92,0.15660937629640104,1.3347029221057891,0.7865185758471489
93,0.15534128678341708,1.3558883577585221,0.7717422011494637
94,0.15522683086494604,1.3514363497495652,0.7649644139409065
95,0.15622630740205448,1.3561823441584906,0.7606490560372671
96,0.1562482806791862,1.3424581654866536,0.7791206406553587
97,0.15612380941708884,1.3515474698940912,0.7671121644973755
