"Step","Adam-5 - disc_loss","Adam-5 - disc_loss__MIN","Adam-5 - disc_loss__MAX","SGD-1 - disc_loss","SGD-1 - disc_loss__MIN","SGD-1 - disc_loss__MAX","SGD-5 - disc_loss","SGD-5 - disc_loss__MIN","SGD-5 - disc_loss__MAX","Adam-1 - disc_loss","Adam-1 - disc_loss__MIN","Adam-1 - disc_loss__MAX"
"65","1.303412340482076","1.303412340482076","1.303412340482076","1.3831086726983388","1.3831086726983388","1.3831086726983388","1.3240372554461162","1.3240372554461162","1.3240372554461162","1.3394803476333619","1.3394803476333619","1.3394803476333619"
"66","1.301153637766838","1.301153637766838","1.301153637766838","1.3801056710879007","1.3801056710879007","1.3801056710879007","1.333451512257258","1.333451512257258","1.333451512257258","1.336656658053398","1.336656658053398","1.336656658053398"
"67","1.3030168916781744","1.3030168916781744","1.3030168916781744","1.3820993014176686","1.3820993014176686","1.3820993014176686","1.3419671841462453","1.3419671841462453","1.3419671841462453","1.3387367171049118","1.3387367171049118","1.3387367171049118"
"68","1.3011981399854025","1.3011981399854025","1.3011981399854025","1.376553421417872","1.376553421417872","1.376553421417872","1.3227770872910818","1.3227770872910818","1.3227770872910818","1.3373512677351633","1.3373512677351633","1.3373512677351633"
"69","1.3026919356981914","1.3026919356981914","1.3026919356981914","1.3845718201001485","1.3845718201001485","1.3845718201001485","1.324513365228971","1.324513365228971","1.324513365228971","1.3385348800818127","1.3385348800818127","1.3385348800818127"
"70","1.3043106786410015","1.3043106786410015","1.3043106786410015","1.379437928199768","1.379437928199768","1.379437928199768","1.3208960068225861","1.3208960068225861","1.3208960068225861","1.3366116015116374","1.3366116015116374","1.3366116015116374"
"71","1.3024810294310252","1.3024810294310252","1.3024810294310252","1.3817588289578755","1.3817588289578755","1.3817588289578755","1.3328777720530829","1.3328777720530829","1.3328777720530829","1.3323437136411667","1.3323437136411667","1.3323437136411667"
"72","1.3021273066600163","1.3021273066600163","1.3021273066600163","1.3829530167579651","1.3829530167579651","1.3829530167579651","1.3160142481327057","1.3160142481327057","1.3160142481327057","1.329001245299975","1.329001245299975","1.329001245299975"
"73","1.3010994952917099","1.3010994952917099","1.3010994952917099","1.3780580619970957","1.3780580619970957","1.3780580619970957","1.32276782254378","1.32276782254378","1.32276782254378","1.3269558874766032","1.3269558874766032","1.3269558874766032"
"74","1.304530295530955","1.304530295530955","1.304530295530955","1.3843118456999461","1.3843118456999461","1.3843118456999461","1.323581606944402","1.323581606944402","1.323581606944402","1.3267068298657736","1.3267068298657736","1.3267068298657736"
"75","1.3039948987960814","1.3039948987960814","1.3039948987960814","1.3767256367206573","1.3767256367206573","1.3767256367206573","1.3249346786737441","1.3249346786737441","1.3249346786737441","1.3277878419558207","1.3277878419558207","1.3277878419558207"
"76","1.3046056934197743","1.3046056934197743","1.3046056934197743","1.386339147289594","1.386339147289594","1.386339147289594","1.3196993641058603","1.3196993641058603","1.3196993641058603","1.331839239001274","1.331839239001274","1.331839239001274"
"77","1.3051633234818776","1.3051633234818776","1.3051633234818776","1.3775965257485707","1.3775965257485707","1.3775965257485707","1.32653112133344","1.32653112133344","1.32653112133344","1.327384999394417","1.327384999394417","1.327384999394417"
"78","1.306629048784574","1.306629048784574","1.306629048784574","1.380783779422442","1.380783779422442","1.380783779422442","1.323299875855446","1.323299875855446","1.323299875855446","1.3245178159077962","1.3245178159077962","1.3245178159077962"
"79","1.3058303133646647","1.3058303133646647","1.3058303133646647","1.3851387615998585","1.3851387615998585","1.3851387615998585","1.32129552423954","1.32129552423954","1.32129552423954","1.3259723085165023","1.3259723085165023","1.3259723085165023"
"80","1.3068899478514988","1.3068899478514988","1.3068899478514988","1.378726067741712","1.378726067741712","1.378726067741712","1.319799276391665","1.319799276391665","1.319799276391665","1.3283514535427094","1.3283514535427094","1.3283514535427094"
"81","1.306585898399353","1.306585898399353","1.306585898399353","1.3813065864642462","1.3813065864642462","1.3813065864642462","1.3339380592107772","1.3339380592107772","1.3339380592107772","1.330110675295194","1.330110675295194","1.330110675295194"
"82","1.308464772105217","1.308464772105217","1.308464772105217","1.375711930592855","1.375711930592855","1.375711930592855","1.336778199871381","1.336778199871381","1.336778199871381","1.327651975552241","1.327651975552241","1.327651975552241"
"83","1.3061527045567831","1.3061527045567831","1.3061527045567831","1.3845436118046444","1.3845436118046444","1.3845436118046444","1.326198984980583","1.326198984980583","1.326198984980583","1.3297650007406872","1.3297650007406872","1.3297650007406872"
"84","1.3069083134333292","1.3069083134333292","1.3069083134333292","1.3818935724099477","1.3818935724099477","1.3818935724099477","1.328863927324613","1.328863927324613","1.328863927324613","1.3315048070748647","1.3315048070748647","1.3315048070748647"
"85","1.3071490875879923","1.3071490875879923","1.3071490875879923","1.3828297990560532","1.3828297990560532","1.3828297990560532","1.33298881093661","1.33298881093661","1.33298881093661","1.3329978094498316","1.3329978094498316","1.3329978094498316"
"86","1.3064670479297638","1.3064670479297638","1.3064670479297638","1.3808404755592347","1.3808404755592347","1.3808404755592347","1.336728003025055","1.336728003025055","1.336728003025055","1.33030950208505","1.33030950208505","1.33030950208505"
"87","1.3073755697409313","1.3073755697409313","1.3073755697409313","1.3789272050062815","1.3789272050062815","1.3789272050062815","1.3411239248514175","1.3411239248514175","1.3411239248514175","1.330072479645411","1.330072479645411","1.330072479645411"
"88","1.3056028680006664","1.3056028680006664","1.3056028680006664","1.3821024356285732","1.3821024356285732","1.3821024356285732","1.3306826863686243","1.3306826863686243","1.3306826863686243","1.3286913122733435","1.3286913122733435","1.3286913122733435"
"89","1.308130376736323","1.308130376736323","1.308130376736323","1.3807474728425344","1.3807474728425344","1.3807474728425344","1.341080086827278","1.341080086827278","1.341080086827278","1.3282519565025965","1.3282519565025965","1.3282519565025965"
"90","1.3076511508226394","1.3076511508226394","1.3076511508226394","1.3816988356908162","1.3816988356908162","1.3816988356908162","1.3440444485346477","1.3440444485346477","1.3440444485346477","1.3286242727438609","1.3286242727438609","1.3286242727438609"
"91","1.307386993567149","1.307386993567149","1.307386993567149","1.3832157595952352","1.3832157595952352","1.3832157595952352","1.3431067593892416","1.3431067593892416","1.3431067593892416","1.3328545955816904","1.3328545955816904","1.3328545955816904"
"92","1.3076665876309077","1.3076665876309077","1.3076665876309077","1.3770509378115336","1.3770509378115336","1.3770509378115336","1.3468508472045262","1.3468508472045262","1.3468508472045262","1.3307882688442867","1.3307882688442867","1.3307882688442867"
"93","1.3054163481791814","1.3054163481791814","1.3054163481791814","1.382165012160937","1.382165012160937","1.382165012160937","1.3451373771826427","1.3451373771826427","1.3451373771826427","1.329698739449183","1.329698739449183","1.329698739449183"
"94","1.308540759483973","1.308540759483973","1.308540759483973","1.3768738514184953","1.3768738514184953","1.3768738514184953","1.3379688517252604","1.3379688517252604","1.3379688517252604","1.330081699291865","1.330081699291865","1.330081699291865"
"95","1.3090042060613631","1.3090042060613631","1.3090042060613631","1.3833682626485824","1.3833682626485824","1.3833682626485824","1.3514526774485907","1.3514526774485907","1.3514526774485907","1.3253900808095933","1.3253900808095933","1.3253900808095933"
"96","1.3098560243844986","1.3098560243844986","1.3098560243844986","1.3871367154518763","1.3871367154518763","1.3871367154518763","1.3405414444208146","1.3405414444208146","1.3405414444208146","1.326240817308426","1.326240817308426","1.326240817308426"
"97","1.3105355028311412","1.3105355028311412","1.3105355028311412","1.381317266424497","1.381317266424497","1.381317266424497","1.3266373296578726","1.3266373296578726","1.3266373296578726","1.3253508591651917","1.3253508591651917","1.3253508591651917"
"98","1.310082014600436","1.310082014600436","1.310082014600436","1.3785614142815272","1.3785614142815272","1.3785614142815272","1.341233333349228","1.341233333349228","1.341233333349228","1.3267558413743972","1.3267558413743972","1.3267558413743972"
"99","1.3085608184337616","1.3085608184337616","1.3085608184337616","1.3857946972052255","1.3857946972052255","1.3857946972052255","1.3457912466923396","1.3457912466923396","1.3457912466923396","1.3288439923524857","1.3288439923524857","1.3288439923524857"
"100","1.3129356350501378","1.3129356350501378","1.3129356350501378","1.3784070561329524","1.3784070561329524","1.3784070561329524","1.3500914253791174","1.3500914253791174","1.3500914253791174","1.3269230043888092","1.3269230043888092","1.3269230043888092"
"101","1.3125139399369559","1.3125139399369559","1.3125139399369559","1.385792257785797","1.385792257785797","1.385792257785797","1.3394676101207734","1.3394676101207734","1.3394676101207734","1.3273607834180197","1.3273607834180197","1.3273607834180197"
"102","1.308674930135409","1.308674930135409","1.308674930135409","1.3795525534947712","1.3795525534947712","1.3795525534947712","1.3570839794476828","1.3570839794476828","1.3570839794476828","1.3257202833890915","1.3257202833890915","1.3257202833890915"
"103","1.314489980538686","1.314489980538686","1.314489980538686","1.3800295050938924","1.3800295050938924","1.3800295050938924","1.3617584172884623","1.3617584172884623","1.3617584172884623","1.3256161785125733","1.3256161785125733","1.3256161785125733"
"104","1.3128824706872304","1.3128824706872304","1.3128824706872304","1.383904299736023","1.383904299736023","1.383904299736023","1.3523469120264053","1.3523469120264053","1.3523469120264053","1.3249755692481995","1.3249755692481995","1.3249755692481995"
"105","1.3148821971813838","1.3148821971813838","1.3148821971813838","1.38181990981102","1.38181990981102","1.38181990981102","1.3514624818166097","1.3514624818166097","1.3514624818166097","1.3264474550882974","1.3264474550882974","1.3264474550882974"
"106","1.315324118534724","1.315324118534724","1.315324118534724","1.3840656107664109","1.3840656107664109","1.3840656107664109","1.3530152398347854","1.3530152398347854","1.3530152398347854","1.3249643290042876","1.3249643290042876","1.3249643290042876"
"107","1.3152895543972651","1.3152895543972651","1.3152895543972651","1.3791860522826513","1.3791860522826513","1.3791860522826513","1.3519372256596882","1.3519372256596882","1.3519372256596882","1.3256375306844712","1.3256375306844712","1.3256375306844712"
"108","1.3146409622828166","1.3146409622828166","1.3146409622828166","1.3836845034360885","1.3836845034360885","1.3836845034360885","1.3480541650454203","1.3480541650454203","1.3480541650454203","1.328212743004163","1.328212743004163","1.328212743004163"
"109","1.3165931608279546","1.3165931608279546","1.3165931608279546","1.3820550707976023","1.3820550707976023","1.3820550707976023","1.3420015410582224","1.3420015410582224","1.3420015410582224","1.3297105479240416","1.3297105479240416","1.3297105479240416"
"110","1.3173119399944941","1.3173119399944941","1.3173119399944941","1.3807189921538034","1.3807189921538034","1.3807189921538034","1.3466276176770529","1.3466276176770529","1.3466276176770529","1.328667488694191","1.328667488694191","1.328667488694191"
"111","1.3143187926212947","1.3143187926212947","1.3143187926212947","1.3833729964494705","1.3833729964494705","1.3833729964494705","1.3505961972475051","1.3505961972475051","1.3505961972475051","1.3303813525040944","1.3303813525040944","1.3303813525040944"
"112","1.3170765433708826","1.3170765433708826","1.3170765433708826","1.3849716383218764","1.3849716383218764","1.3849716383218764","1.3544246788819632","1.3544246788819632","1.3544246788819632","1.3282111446062723","1.3282111446062723","1.3282111446062723"
"113","1.3162085845073064","1.3162085845073064","1.3162085845073064","1.3834813368320464","1.3834813368320464","1.3834813368320464","1.3599321675300597","1.3599321675300597","1.3599321675300597","1.3306790373722712","1.3306790373722712","1.3306790373722712"
"114","1.3163323897123336","1.3163323897123336","1.3163323897123336","1.3803897241751353","1.3803897241751353","1.3803897241751353","1.3609428892532984","1.3609428892532984","1.3609428892532984","1.333394115169843","1.333394115169843","1.333394115169843"
"115","1.316232927640279","1.316232927640279","1.316232927640279","1.379002749522527","1.379002749522527","1.379002749522527","1.3572434524695078","1.3572434524695078","1.3572434524695078","1.3328562879562378","1.3328562879562378","1.3328562879562378"
"116","1.3173479702075321","1.3173479702075321","1.3173479702075321","1.381632860104243","1.381632860104243","1.381632860104243","1.348381889462471","1.348381889462471","1.348381889462471","1.3326655248800914","1.3326655248800914","1.3326655248800914"
"117","1.317019568681717","1.317019568681717","1.317019568681717","1.3763600941499075","1.3763600941499075","1.3763600941499075","1.3524812797705332","1.3524812797705332","1.3524812797705332","1.3300247506300609","1.3300247506300609","1.3300247506300609"
"118","1.3179987581570942","1.3179987581570942","1.3179987581570942","1.3787262135744094","1.3787262135744094","1.3787262135744094","1.3475861555337907","1.3475861555337907","1.3475861555337907","1.3326337258021037","1.3326337258021037","1.3326337258021037"
"119","1.3176786841948827","1.3176786841948827","1.3176786841948827","1.378008640607198","1.378008640607198","1.378008640607198","1.3571826541423797","1.3571826541423797","1.3571826541423797","1.3343223786354066","1.3343223786354066","1.3343223786354066"
"120","1.3167389186223348","1.3167389186223348","1.3167389186223348","1.384658718307813","1.384658718307813","1.384658718307813","1.3605737972259522","1.3605737972259522","1.3605737972259522","1.3332687401771546","1.3332687401771546","1.3332687401771546"
"121","1.3172163873910905","1.3172163873910905","1.3172163873910905","1.3788795153299966","1.3788795153299966","1.3788795153299966","1.3552966080109279","1.3552966080109279","1.3552966080109279","1.3341019636392593","1.3341019636392593","1.3341019636392593"
"122","1.318530324101448","1.318530324101448","1.318530324101448","1.377384810447693","1.377384810447693","1.377384810447693","1.351203324596087","1.351203324596087","1.351203324596087","1.3371714588006338","1.3371714588006338","1.3371714588006338"
"123","1.3186508462826412","1.3186508462826412","1.3186508462826412","1.3863324679931004","1.3863324679931004","1.3863324679931004","1.3621105937163036","1.3621105937163036","1.3621105937163036","1.332452806631724","1.332452806631724","1.332452806631724"
