Epoch,Recon Loss,Disc Loss,Gen Loss
1,0.05541717515637477,1.2143223737676938,1.6211619509756565
2,0.03984794648985068,1.4400201193491617,1.4686267140010993
3,0.03430608936585486,1.3050261744856835,1.3749413355191549
4,0.03311085259541869,1.1598713160554568,1.5374937564134599
5,0.03550880440510809,1.202155658553044,1.7992137375473976
6,0.04374916257957617,0.6286454895635446,3.680064369837443
7,0.04425105468059579,0.5602861636411398,5.226030514637629
8,0.04579499690483014,0.2373986301664263,5.531443836092949
9,0.0460500305891037,0.3579717736202292,5.902067569096883
10,0.04202117749800285,0.2347833270463161,5.326875881751378
11,0.04291089086482922,0.1344534517498687,5.535998361508051
12,0.04377171561742822,0.0697741955704987,6.690669407844544
13,0.04267154125496745,0.12923060116978982,6.51505486647288
14,0.04084220392629504,0.05020315341845465,6.4188043928146366
15,0.04091599094991882,0.059130361565136506,6.855583434899648
16,0.04052852974583705,0.05565335727277367,7.04187291542689
17,0.04188046908006072,0.036521731031449844,7.002992626825969
18,0.04229291571925084,0.03913181249420935,7.431336120764414
19,0.04398395016168555,0.04725237499005743,7.985955901940664
20,0.04642245175937811,0.04800090518629683,9.004554828008017
21,0.044756463163842755,0.03152862305110223,7.471533486843109
22,0.04435080323368311,0.04291917090660718,8.74904425462087
23,0.045009155826022225,0.04562490726870086,8.350546379089355
24,0.04647215658798814,0.08284925792642753,9.482977299690246
25,0.04677473876004418,0.04705849922277617,10.25562106927236
26,0.04490632630884647,0.06287247755810615,8.282955573399862
27,0.04471987744172414,0.07067079450106575,9.510652173360189
28,0.04124151815349857,0.03997088986925519,8.987670582930248
29,0.042340538607289396,0.05879092506138932,9.789866580963135
30,0.041412764228880405,0.05329765393110089,8.99984123547872
31,0.041701757355282705,0.04309680085464303,9.146674820582072
32,0.044022389265398185,0.11411977461744774,11.445001826286315
33,0.04749682944267988,0.059912752365695876,9.298753585020702
34,0.04531491113205751,0.04852031188112657,8.066150966485342
35,0.0457184661924839,0.06087773728412382,9.463298625946045
36,0.04558451597268383,0.052142974983848435,9.676256813208262
37,0.04348223475118478,0.04883376179188265,9.636115154425303
38,0.04701296193525195,0.044384341981943486,10.626322741508483
39,0.04296842922146122,0.049455298977921607,9.789476375579834
40,0.046535661357144514,0.1760651242327625,16.90310074488322
41,0.04561111294354002,0.06218977394208328,11.33805279413859
42,0.04639022565757235,0.04945810703579781,11.62640118598938
43,0.0441344141215086,0.12434854088248955,11.002441767056784
44,0.04297429093470176,0.08295515073184409,10.271906470457713
45,0.04298547848438223,0.1574503934092513,11.294796471595765
46,0.04183028051629663,0.15986068704876744,11.269421388308206
47,0.045688809206088386,0.17436660236500756,15.116588449478149
48,0.045824799854308366,0.23235018966913534,11.650895837942759
49,0.04285874909410874,0.10275978322802379,10.119630520343781
50,0.04062283092488845,0.07301391970411714,9.294375559488932
51,0.038979979443053404,0.025313877055887134,8.39350464185079
52,0.038902903789033494,0.019867502927178673,7.9799248083432515
53,0.039195319805294275,0.0209431951739316,9.117386113802592
54,0.040524917300790546,0.05798986987733618,9.208413263956706
55,0.04390799346069495,0.09282347690294653,9.474870936075847
56,0.04027554717535774,0.05291140391365237,8.00140950202942
57,0.039786750450730324,0.019963990284498627,7.504534681638082
58,0.03915887611607711,0.020730382286565145,7.270047381718953
59,0.039612813939650854,0.01665481689570394,7.952282217343648
60,0.039321789120634394,0.019629164990619757,7.697184982299805
61,0.038471043544511,0.022618456821655853,6.825657545725504
62,0.038516073282808067,0.024959575248940383,6.528132341702779
63,0.0383536897537609,0.01874259098180725,6.95053240219752
64,0.0387913847155869,0.01334990286064567,7.088644598325094
65,0.0385618016620477,0.016805330714172062,6.602092937628428
66,0.038556709717959166,0.015063245463825297,6.774262782732646
67,0.0382334571518004,0.011633652070207365,6.8974457716941835
68,0.0388218057093521,0.009686143709162327,7.467551687558492
69,0.0387107615545392,0.009732840772582373,7.791606497764588
70,0.039727739505469796,0.023113328734819638,8.111362936496734
71,0.038751153784493605,0.018480953558100737,7.592250193754832
72,0.03841545795400937,0.013484443868752957,7.503659829298655
73,0.03836754373585184,0.012871435473668195,7.356946193377177
74,0.039295153580605986,0.012844915394598502,7.449855248133342
75,0.039943337167302764,0.03776571378070609,7.333756014506022
76,0.03893264194950461,0.07197318679041928,6.099894905090332
77,0.038637488956252734,0.07180073275696486,5.607343858083089
78,0.03854549226661523,0.043875387580289194,6.050192360877991
79,0.03840627366676927,0.027846865982610325,6.880402568976084
80,0.03919166016081969,0.03794191496563144,6.059512154261271
81,0.0391440060796837,0.05136729329940863,5.690383570988973
82,0.038896866956104836,0.05675333404409078,6.173473103841146
83,0.038725476780285435,0.014194206421379932,6.822553338209788
84,0.03959924346456925,0.02028234728825434,7.232813837528229
85,0.03931268123909831,0.02710962457623585,7.922801464398702
86,0.03909716784954071,0.0257407938070052,7.801217630704244
87,0.0386376817462345,0.02295782790131246,6.6631280366579695
88,0.0398977754637599,0.0412474250211623,8.080543486277262
89,0.03854466734454036,0.027383086699910564,7.4155439511934915
90,0.039012474846094845,0.01582010453563271,7.851221516132354
91,0.04001242281248172,0.0174366143790231,8.369857366879781
92,0.03906931897004445,0.012235965376797442,7.215202848116557
93,0.03955854818845789,0.018732422636288295,7.149275200366974
94,0.038660111178954445,0.02596761928628742,6.568674512704214
95,0.038735205562164386,0.021876106010992467,7.219895660877228
96,0.04017308992023269,0.031542780695793526,6.568632918198904
97,0.039351347405463456,0.0552276523145459,5.938120657602946
98,0.038362577638278404,0.047668640510140296,6.376239460309346
99,0.03837455993518233,0.056486873820152446,5.830767556826274
100,0.038547223210334776,0.020138817353290504,6.907052345275879
101,0.03970146292199691,0.04248116588189078,7.673089152177175
102,0.03869954839969675,0.09167948368238285,6.711439136664072
103,0.03867940716445446,0.043791464976917875,7.037676191329956
104,0.038272100848456225,0.029027308160245107,6.2027618352572125
105,0.03901783764983217,0.06030274994225086,6.256262651284536
106,0.039303764297316475,0.10694411908780846,5.5594451649983725
107,0.03898508490373691,0.09324990314722527,6.447315533161163
108,0.039420158918946985,0.09215908897419771,6.703779718081156
109,0.039309440950552624,0.12120093212550273,6.670007944901784
110,0.039386761511365574,0.0625317976010653,6.67461899360021
111,0.0387122462503612,0.0557639907328606,6.496638430754344
112,0.03916006973013282,0.05722730544124109,6.35065169095993
113,0.03978965358187755,0.12160695208352991,6.349672191937764
114,0.039612402841448784,0.12601735894112304,6.520165429115296
115,0.0394709964034458,0.1362786168694341,5.940740729173024
116,0.0390705217483143,0.1341746267893662,5.887853593826294
117,0.03921701991309722,0.08496491566863067,6.871203740437825
118,0.03860703811670343,0.09378476443516168,5.842065267562866
119,0.03910459084436298,0.10195895534202767,6.5726022529602055
120,0.03896429584051172,0.12810465249659805,6.258311190605164
121,0.03876990885163347,0.06932884856398838,6.355847455660502
122,0.03854586096480489,0.05716056008066516,6.88165986776352
123,0.038862168056269485,0.06631391212150144,6.300830689271291
