epoch,recon_loss,semi_supervised_loss,disc_cat_loss,gen_cat_loss,disc_style_loss,gen_style_loss
1,0.06522163362056017,4.217429977893829,0.18707044914824655,7.877254748523235,0.22180748934551958,5.559297965168953
2,0.05389770679175854,6.17627095413208,0.2134502841308713,5.551401784420014,0.1787854550408483,8.650159301757812
3,0.041356606908142565,6.139104051589966,0.2463593857586384,5.069287180900574,0.08606509943841957,6.238086532115936
4,0.039932543717324735,4.707065002441406,0.40025648617744447,5.926204831123352,0.11554406237928197,6.61636882019043
5,0.03978549262136221,3.6672933764457705,0.5583818710446358,6.160439904212952,0.22309349953383206,7.012203057289123
6,0.03913143067806959,3.2933615560531617,0.6106085797548294,6.7869872088432315,0.2619310677945614,6.101073806762695
7,0.03889818380773068,3.4366521730422974,0.5926735219955445,6.835074413776398,0.3466320954076946,5.659974020004272
8,0.03846219067275524,3.506560604572296,0.6038663179874421,6.653283534049987,0.37014960375800726,5.723192546367645
9,0.038107157684862614,3.5317951369285585,0.5944630445241929,7.057795803070069,0.42608084917068484,4.971673230171204
10,0.03772823969274759,3.5738785076141357,0.5938522163629532,6.964108861923218,0.3736356224492192,4.299858139514923
11,0.03749414563179016,3.5655783853530885,0.5780291715264321,7.266542418479919,0.4171795848459005,3.8686590514183044
12,0.03725104353576898,3.5332633118629455,0.5777857144474983,7.449363849639893,0.4189916596412659,3.602815507888794
13,0.037502220377326013,3.4879860038757324,0.5550350795984268,8.020775738716125,0.45635096344351767,3.6969653968811036
14,0.03722830184549093,3.488746873855591,0.5493742651939392,8.076913950920105,0.47497045186161996,3.3456635794639586
15,0.03723323727399111,3.397959408760071,0.5394806889295578,8.577582287788392,0.5253769099414348,3.341200228691101
16,0.037315657407045365,3.094930598735809,0.6087635532021523,8.427602108955384,0.5914938204586506,3.2065152411460875
17,0.03709465202689171,2.981766901254654,0.6216038429737091,8.203930047035218,0.6444153485298156,2.803948646068573
18,0.03684807839989662,2.7385684640407564,0.6833716242909431,8.534250428199767,0.6864247576892376,2.5968884537220003
19,0.03695045197755099,2.4914818282127382,0.681241370677948,8.184837780952453,0.6908940244913101,2.6513576834201813
20,0.03702646282315254,2.265319561958313,0.7209721121788025,8.726391039848327,0.6912899855971336,2.4202920210361483
21,0.03694994706660509,1.9818036510944366,0.7581694931983948,8.31708550643921,0.7443497888445855,2.2385857665538786
22,0.037370154522359374,1.9657794085741043,0.7527155121564865,8.263972268104553,0.8663595824241638,2.1940432748794554
23,0.03750580905377865,1.7864652392864226,0.7995592693090439,8.569098747253419,0.9334255768060684,1.8834845386743546
24,0.037795245572924616,1.6760944843292236,0.801681890130043,8.80189128780365,0.957785579919815,1.9590638427734375
25,0.03766774057596922,1.6317600846290587,0.8096974703073502,8.693392146110535,0.8725278499722481,1.850858258485794
26,0.03750307554006577,1.5875170661211013,0.8192938282489777,8.842042844772338,0.9313704489469529,1.7991462621688843
27,0.03744385786727071,1.5618401972055436,0.8260040611028672,8.589404271125794,0.9462687511444092,1.6946242748498916
28,0.03724617263674736,1.5658090904951096,0.8294864106178284,8.604162389755249,0.9905258086919785,1.5735637459754943
29,0.037324054323136804,1.5041318032741546,0.8143457494974137,8.669512281417846,0.9360658301115036,1.5738417615890503
30,0.037551106233149764,1.4817704908847809,0.7939791337251664,8.776132825851441,0.9547416642308235,1.6993274285793305
31,0.03691058304160833,1.4322657058238983,0.8074006025791168,8.630608083724976,0.9352017488479615,1.5082167720794677
32,0.03738845694810152,1.4041272019147872,0.7760485105514526,9.057696013450622,0.9559658163785935,1.6684999340772628
33,0.03701221965253353,1.4052069261074067,0.7943068759441376,8.649216345787048,0.9650317598581314,1.5205884540081025
34,0.03710717011988163,1.3945524507761002,0.7943606941699982,9.000394469261169,0.9211259833574295,1.5052192251682281
35,0.036895824488252404,1.3755757797956467,0.8060333280563354,8.786838170051574,1.0017046163082122,1.4569557386636733
36,0.03708674891293049,1.3280186527967452,0.777481261730194,9.106630264282227,1.0316770141124725,1.3618434690237045
37,0.03678996619954705,1.332994221687317,0.788082472205162,9.4491557970047,1.0791249022483826,1.2804647144079209
38,0.03687023438513279,1.3857201597690583,0.7954779635667801,8.568882181167602,1.061155114173889,1.2939486992359162
39,0.03676303787529468,1.3928319845199586,0.80820627951622,8.857456773757935,1.0619643083810806,1.2241428543329238
40,0.03707260682061315,1.3568388075828552,0.7874729400873184,9.386637030601502,1.0938273454904557,1.2550023065805436
41,0.03668767375126481,1.3496160935163497,0.7858797856569291,9.133000029563904,1.106940135359764,1.1579649373292924
42,0.03673340515047312,1.3417097107172011,0.7877890019416809,9.219925407409669,1.1386838986873626,1.126195418715477
43,0.036844239704310895,1.1511536403894425,0.8269961900711059,9.539745657920838,1.1680795477628707,1.1293482768535614
44,0.036536334551870824,1.0413776480555534,0.8545909105539322,9.649793724060059,1.1688617712259293,1.046127748966217
45,0.03656966976821423,0.9968126865625382,0.842067720413208,9.483226764678955,1.1346039360761642,1.0596158649921417
46,0.036549315169453624,0.9751396193504334,0.8449071444272995,9.301148462295533,1.2094747672080994,1.0082719246149063
47,0.03652786175906658,0.958131551861763,0.838072560429573,9.570185808181762,1.1965000032186508,1.0057065033912658
48,0.036708324775099756,0.9372189608812332,0.8202838376760483,9.531795735359191,1.2317474474906922,0.9762088743448257
49,0.03678109727427364,0.9824614037275314,0.8348059583902359,9.60446671295166,1.2353042951822282,0.9919451986551284
50,0.03646670417115092,0.9507098069787026,0.8273539441823959,10.608291094779968,1.237659119963646,0.9232254478931426
51,0.035435229506343605,0.9150159969627857,0.8144526793956757,9.419038093566895,1.264294692516327,0.9081247715950013
52,0.03537374909967184,0.9063730502128601,0.7993772530555725,10.508614931106568,1.063433888912201,0.9902879391908646
53,0.035870469626039264,0.9231923961043358,0.76412098133564,12.154234962463379,1.30720782995224,0.9880797452926636
54,0.035257880955934524,0.8300654137730599,0.7292825906276703,13.655868062019348,1.2139296222925187,0.8406848473548889
55,0.035513410713523624,0.8912162701487542,0.7534214999675751,14.247531922340393,1.2335886269807816,0.9613778017759324
56,0.03540328347310424,0.8925328697562218,0.7334387387037278,15.681943606376647,1.2617064344882964,0.9791556380987168
57,0.0353710405267775,0.9055941224694252,0.7296187263727189,16.250962240219117,1.1587394572496414,0.9892889864444733
58,0.03539659971743822,0.9166375119388104,0.7291037484407424,17.45192795753479,1.0699723249673843,1.115482316017151
59,0.03578586946800351,0.9232443661689759,0.7192578875422477,18.368963834762575,1.1415309948921204,1.1870865110158921
60,0.03554103121161461,0.9108480404019356,0.7054418227672576,19.321059120178223,1.1314402395486831,1.1449237079620362
61,0.03550425699353218,0.9384528657793999,0.7490724111795426,19.290436544418334,1.0777279864549636,1.1347860045433045
62,0.03553656166791916,0.919319075345993,0.7299868341684341,21.306245946884154,1.0013378328084945,1.212009187221527
63,0.03585289531201124,0.9064524169564248,0.6973321325778962,22.18521312332153,1.0363428591489792,1.316239887237549
64,0.03574701472744345,0.9000277458429337,0.6735464262962342,23.95520356941223,0.9846816629171371,1.3126561279296876
65,0.03577147839218378,0.9030746445059776,0.6946598842144013,24.82574862098694,0.985458062171936,1.3429491474628448
66,0.03572582970932126,0.9003190633952618,0.6876762387752533,25.663531734466552,0.9961023554801941,1.288944828748703
67,0.03585190638154745,0.8781958647370338,0.6516743324995041,26.858544870376587,0.9584406015872955,1.3063568869829179
68,0.035706259250640866,0.8999584870934486,0.6731513103246689,26.164294116973878,0.9801440428495407,1.323558110833168
69,0.035640221003443,0.8600642169713975,0.6519258844256401,27.527397998809814,0.9706721804141998,1.389696153640747
70,0.03547094048559666,0.8850055188536644,0.6727237617969513,27.401967823028563,0.9316499478816986,1.350720165491104
71,0.03572441466525197,0.9141986179351806,0.6859227259159089,28.424220178604127,0.9928409585952759,1.4489461510181427
72,0.03552615918591619,0.8907240297198296,0.6638906528353691,29.400466716766356,1.0016101670265198,1.3090491268634796
73,0.035592304199934005,0.8724169329404831,0.6498295652866364,31.323242317199707,0.9298814791440964,1.4090344512462616
74,0.03578436230123043,0.9296566388010978,0.6896984895467758,30.393075944900513,1.014407732129097,1.4780706508159638
75,0.03560163680464029,0.9293113858103752,0.6963835685253144,30.357088579177855,1.060980990409851,1.2780830750465393
76,0.03549318581819534,0.928998854637146,0.6800505719184875,30.78795751953125,0.9283530256748199,1.462649133682251
77,0.03548910843580961,0.8757672335803509,0.6468284140229226,32.05616536712647,0.9361722663640976,1.425340097308159
78,0.03560268035531044,0.8917745815515519,0.6509114862680435,33.28776376342773,1.0297957508563995,1.4776007692813873
79,0.03549315581843257,0.9141080057621003,0.6722560613155365,30.826150255203245,0.8723697783946991,1.5522429373264313
80,0.03569713976979256,0.9094423248767852,0.6518454521298408,31.85819169807434,0.9774523266553878,1.4554709985256196
81,0.03556780325248837,0.9189882529973984,0.6699501061439515,32.74346311569214,1.0122378233671188,1.3895201444625855
82,0.035456856235861776,0.9191633667945862,0.6612278189659119,34.284945735931394,1.0387485724687577,1.327460233449936
83,0.03534486076235771,0.9244670748710633,0.6549750774502754,34.89446440315247,0.9825228010416031,1.3352642122507095
84,0.03542990304157138,0.8811009594500064,0.6385429074764252,36.95139083480835,1.0141409676074982,1.3462652002573012
85,0.03535512465983629,0.8994400553703308,0.6575001016259193,36.30181524276733,1.0082064740657806,1.3561258933544158
86,0.03546738325431943,0.8995676564574242,0.646737851858139,37.18451809692383,0.9817416793107987,1.3263639262914657
87,0.0355807254165411,0.9075278047919273,0.650725191116333,38.05958841323852,0.9668976207971572,1.3337493875026702
